study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,98.0,1.458142806055547,0.004606388105888315,0.2301321095420499,off_off_0,4
mock,scale1,self,self,with_guess,3.0,96.0,2.7328292039583792,0.04989024054973601,0.04795908837567333,off_off_0,4
