study,scale,guesser,respondent,model_type,component,est,se,t,p,model_name,trial_id
mock,scale1,self,self,without_guess,intercept,20.61904761904762,0.5564633593082805,37.05373817366594,1.893363986944265e-59,off_off_0,2
mock,scale1,self,self,without_guess,conditionAC,0.1395730706075532,0.730672187279084,0.19102009497214179,0.8489050326512619,off_off_0,2
mock,scale1,self,self,with_guess,intercept,19.90909090909091,0.7479448426209688,26.618394532041865,4.163196805096677e-46,off_off_0,2
mock,scale1,self,self,with_guess,conditionAC,3.590909090909091,1.4483889596763697,2.4792436223149954,0.014909774563000326,off_off_0,2
mock,scale1,self,self,with_guess,guessAC,1.49090909090909,1.0838750499789827,1.3755359447917914,0.17216648396643472,off_off_0,2
mock,scale1,self,self,with_guess,conditionAC:guessAC,-4.67090909090909,1.7202731380282281,-2.7152136411679786,0.007854562992340011,off_off_0,2
