study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,98.0,131.9014294945061,0.5693806679772482,7.537561712407827e-20,on_on_0,3
mock,scale1,self,self,with_guess,3.0,96.0,92.01452915254688,0.7339021465831024,3.9236111879242284e-28,on_on_0,3
