study,scale,guesser,respondent,model_type,component,est,se,t,p,model_name,trial_id
mock,scale1,self,self,without_guess,intercept,19.785714285714292,0.6832641507546988,28.95763558480274,7.832417229670949e-50,on_off_0,3
mock,scale1,self,self,without_guess,conditionAC,10.731527093596055,0.8971697833652722,11.961534252014415,7.242934082154958e-21,on_off_0,3
mock,scale1,self,self,with_guess,intercept,19.000000000000007,0.9672695359894323,19.642921949945073,2.1199114335910197e-35,on_off_0,3
mock,scale1,self,self,with_guess,conditionAC,10.428571428571425,1.9345390719788647,5.390726700548832,5.015772354510869e-07,on_off_0,3
mock,scale1,self,self,with_guess,guessAC,1.5714285714285718,1.367925696266586,1.148767492062907,0.253506113063053,on_off_0,3
mock,scale1,self,self,with_guess,conditionAC:guessAC,-0.33333333333333387,2.25017845937103,-0.14813639866880035,0.8825458312586996,on_off_0,3
