study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,98.0,123.81556431204,0.5536832579487916,4.414922264285242e-19,on_off_0,2
mock,scale1,self,self,with_guess,3.0,96.0,43.7471713526868,0.5643401672869272,6.577401196526666e-18,on_off_0,2
