study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,98.0,2.9835169467865383,0.019641987195115895,0.08726673909102643,off_off_0,3
mock,scale1,self,self,with_guess,3.0,96.0,0.9747514211985306,-0.0007656942876979045,0.40801897384599217,off_off_0,3
