study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,98.0,149.24727088773398,0.5995911314024076,2.0828511865092046e-21,on_off_0,1
mock,scale1,self,self,with_guess,3.0,96.0,48.90204077906071,0.5920992884453768,2.851968953438478e-19,on_off_0,1
