study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,98.0,4.764399661972928,0.036631359443108025,0.03144272092091173,off_on_0,0
mock,scale1,self,self,with_guess,3.0,96.0,25.974747016713067,0.43078664939259326,2.1837172021300074e-12,off_on_0,0
