study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,98.0,0.03648867668316512,-0.009828088871016272,0.8489050326512639,off_off_0,2
mock,scale1,self,self,with_guess,3.0,96.0,2.5324272418377882,0.04437647058823524,0.06155929331166252,off_off_0,2
