study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,98.0,137.4381445078921,0.5795073894804612,2.329016560817339e-20,on_on_0,0
mock,scale1,self,self,with_guess,3.0,96.0,82.9396379677899,0.7128927793452093,1.4857258966419615e-26,on_on_0,0
