study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,98.0,116.83811753710455,0.5391879190949354,2.1405912247813506e-18,on_on_0,2
mock,scale1,self,self,with_guess,3.0,96.0,75.34618608549874,0.6925833958020988,3.8984681632441103e-25,on_on_0,2
