study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,98.0,143.07830166211417,0.5893450413519401,7.242934082154752e-21,on_off_0,3
mock,scale1,self,self,with_guess,3.0,96.0,48.195336531178995,0.588504750682479,4.3333932532966312e-19,on_off_0,3
