study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,98.0,0.49147750385817784,-0.005163111662345621,0.48493028367481794,off_off_0,1
mock,scale1,self,self,with_guess,3.0,96.0,0.23296090251507134,-0.023796730924122933,0.8732133525521293,off_off_0,1
