study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,98.0,1.6812690275420807,0.006834473860418577,0.19780072438330737,off_on_0,1
mock,scale1,self,self,with_guess,3.0,96.0,17.71977455296655,0.3362801763140527,3.118922583395954e-09,off_on_0,1
