study,scale,guesser,respondent,model_type,component,est,se,t,p
sbmd,CPS,self,self,without_guess,intercept,-0.0351637931034483,0.049128340509058024,-0.7157537327556379,0.47504585205680483
sbmd,CPS,self,self,without_guess,conditionAC,-0.013808037882467202,0.07973035969904968,-0.17318419149978803,0.8626959865255326
sbmd,CPS,self,self,with_guess,intercept,0.0006499999999999717,0.0592889531823405,0.010963256477153948,0.9912647046637844
sbmd,CPS,self,self,with_guess,conditionAC,-0.056238235294117644,0.10856422828123251,-0.5180181002939026,0.6050713398785782
sbmd,CPS,self,self,with_guess,guessAC,-0.11539999999999995,0.10642692804312844,-1.0843120450985417,0.27965292503348926
sbmd,CPS,self,self,with_guess,conditionAC:guessAC,0.12809634340222573,0.16491843992922975,0.77672541322362,0.4383235975097949
