study,scale,guesser,respondent,strata,est,se,df,lower_CI,upper_CI,cgr,cgr_trial_id
sbmd,mood,self,self,PLPL,54.82278,2.356447,229.0,50.1797,59.46587,0.5,61
sbmd,mood,self,self,ACPL,59.1129,2.659962,229.0,53.87178,64.35403,0.5,61
sbmd,mood,self,self,PLAC,66.03636,2.824164,229.0,60.4717,71.60103,0.5,61
sbmd,mood,self,self,ACAC,76.24324,3.443264,229.0,69.45871,83.02777,0.5,61
sbmd,mood,self,self,PLPL,55.64557,2.341178,229.0,51.03257,60.25857,0.5,62
sbmd,mood,self,self,ACPL,57.33871,2.642726,229.0,52.13154,62.54588,0.5,62
sbmd,mood,self,self,PLAC,72.23636,2.805864,229.0,66.70775,77.76497,0.5,62
sbmd,mood,self,self,ACAC,71.40541,3.420953,229.0,64.66484,78.14597,0.5,62
sbmd,mood,self,self,PLPL,55.51899,2.362021,229.0,50.86491,60.17306,0.5,63
sbmd,mood,self,self,ACPL,56.40323,2.666254,229.0,51.1497,61.65675,0.5,63
sbmd,mood,self,self,PLAC,70.41818,2.830844,229.0,64.84035,75.99601,0.5,63
sbmd,mood,self,self,ACAC,69.21622,3.451409,229.0,62.41564,76.01679,0.5,63
sbmd,mood,self,self,PLPL,58.40506,2.099136,229.0,54.26897,62.54115,0.5,64
sbmd,mood,self,self,ACPL,58.83871,2.369508,229.0,54.16988,63.50753,0.5,64
sbmd,mood,self,self,PLAC,66.90909,2.51578,229.0,61.95205,71.86613,0.5,64
sbmd,mood,self,self,ACAC,74.81081,3.067278,229.0,68.76712,80.85451,0.5,64
sbmd,mood,self,self,PLPL,55.55696,2.216053,229.0,51.1905,59.92342,0.5,65
sbmd,mood,self,self,ACPL,54.8871,2.501485,229.0,49.95823,59.81597,0.5,65
sbmd,mood,self,self,PLAC,71.0,2.655904,229.0,65.76687,76.23313,0.5,65
sbmd,mood,self,self,ACAC,68.51351,3.23812,229.0,62.1332,74.89383,0.5,65
sbmd,mood,self,self,PLPL,59.78481,2.263929,229.0,55.32402,64.2456,0.5,66
sbmd,mood,self,self,ACPL,60.04839,2.555527,229.0,55.01303,65.08374,0.5,66
sbmd,mood,self,self,PLAC,70.85455,2.713282,229.0,65.50836,76.20074,0.5,66
sbmd,mood,self,self,ACAC,75.32432,3.308076,229.0,68.80617,81.84248,0.5,66
sbmd,mood,self,self,PLPL,55.49367,2.134947,229.0,51.28702,59.70032,0.5,67
sbmd,mood,self,self,ACPL,55.12903,2.409932,229.0,50.38056,59.87751,0.5,67
sbmd,mood,self,self,PLAC,71.01818,2.558699,229.0,65.97658,76.05978,0.5,67
sbmd,mood,self,self,ACAC,70.16216,3.119606,229.0,64.01536,76.30896,0.5,67
sbmd,mood,self,self,PLPL,49.81013,2.305197,229.0,45.26802,54.35224,0.5,68
sbmd,mood,self,self,ACPL,56.79032,2.602111,229.0,51.66318,61.91746,0.5,68
sbmd,mood,self,self,PLAC,72.92727,2.762742,229.0,67.48363,78.37092,0.5,68
sbmd,mood,self,self,ACAC,73.21622,3.368378,229.0,66.57924,79.85319,0.5,68
sbmd,mood,self,self,PLPL,54.37975,2.194883,229.0,50.055,58.70449,0.5,69
sbmd,mood,self,self,ACPL,57.59677,2.477588,229.0,52.71499,62.47856,0.5,69
sbmd,mood,self,self,PLAC,69.61818,2.630532,229.0,64.43504,74.80132,0.5,69
sbmd,mood,self,self,ACAC,75.43243,3.207185,229.0,69.11307,81.7518,0.5,69
sbmd,mood,self,self,PLPL,52.44304,2.216044,229.0,48.07659,56.80948,0.5,70
sbmd,mood,self,self,ACPL,60.17742,2.501475,229.0,55.24857,65.10627,0.5,70
sbmd,mood,self,self,PLAC,68.32727,2.655893,229.0,63.09416,73.56038,0.5,70
sbmd,mood,self,self,ACAC,69.10811,3.238106,229.0,62.72782,75.4884,0.5,70
sbmd,mood,self,self,PLPL,54.93671,2.37577,229.0,50.25554,59.61787,0.5,71
sbmd,mood,self,self,ACPL,56.33871,2.681774,229.0,51.0546,61.62282,0.5,71
sbmd,mood,self,self,PLAC,69.41818,2.847323,229.0,63.80788,75.02848,0.5,71
sbmd,mood,self,self,ACAC,71.75676,3.4715,229.0,64.91659,78.59692,0.5,71
sbmd,mood,self,self,PLPL,52.56962,2.207249,229.0,48.22051,56.91873,0.5,72
sbmd,mood,self,self,ACPL,63.46774,2.491547,229.0,58.55845,68.37703,0.5,72
sbmd,mood,self,self,PLAC,67.10909,2.645352,229.0,61.89675,72.32143,0.5,72
sbmd,mood,self,self,ACAC,66.78378,3.225255,229.0,60.42882,73.13875,0.5,72
sbmd,mood,self,self,PLPL,57.73418,2.180955,229.0,53.43687,62.03148,0.5,73
sbmd,mood,self,self,ACPL,61.08065,2.461866,229.0,56.22984,65.93145,0.5,73
sbmd,mood,self,self,PLAC,70.63636,2.613839,229.0,65.48611,75.78661,0.5,73
sbmd,mood,self,self,ACAC,67.21622,3.186834,229.0,60.93695,73.49548,0.5,73
sbmd,mood,self,self,PLPL,53.78481,2.223236,229.0,49.4042,58.16542,0.5,74
sbmd,mood,self,self,ACPL,61.6129,2.509593,229.0,56.66806,66.55775,0.5,74
sbmd,mood,self,self,PLAC,73.09091,2.664512,229.0,67.84081,78.341,0.5,74
sbmd,mood,self,self,ACAC,69.45946,3.248615,229.0,63.05846,75.86046,0.5,74
sbmd,mood,self,self,PLPL,52.12658,2.190505,229.0,47.81046,56.4427,0.5,75
sbmd,mood,self,self,ACPL,58.01613,2.472646,229.0,53.14408,62.88817,0.5,75
sbmd,mood,self,self,PLAC,69.54545,2.625285,229.0,64.37265,74.71826,0.5,75
sbmd,mood,self,self,ACAC,66.40541,3.200788,229.0,60.09864,72.71217,0.5,75
sbmd,mood,self,self,PLPL,57.46835,2.186815,229.0,53.1595,61.77721,0.5,76
sbmd,mood,self,self,ACPL,59.80645,2.468481,229.0,54.94261,64.67029,0.5,76
sbmd,mood,self,self,PLAC,68.05455,2.620863,229.0,62.89046,73.21863,0.5,76
sbmd,mood,self,self,ACAC,65.94595,3.195397,229.0,59.64981,72.24208,0.5,76
sbmd,mood,self,self,PLPL,55.11392,1.983645,229.0,51.2054,59.02245,0.5,77
sbmd,mood,self,self,ACPL,57.22581,2.239142,229.0,52.81385,61.63776,0.5,77
sbmd,mood,self,self,PLAC,71.85455,2.377367,229.0,67.17024,76.53885,0.5,77
sbmd,mood,self,self,ACAC,73.81081,2.898522,229.0,68.09963,79.52199,0.5,77
sbmd,mood,self,self,PLPL,55.70886,2.170185,229.0,51.43278,59.98494,0.5,78
sbmd,mood,self,self,ACPL,56.27419,2.449709,229.0,51.44734,61.10104,0.5,78
sbmd,mood,self,self,PLAC,70.56364,2.600932,229.0,65.43882,75.68845,0.5,78
sbmd,mood,self,self,ACAC,68.43243,3.171097,229.0,62.18418,74.68069,0.5,78
sbmd,mood,self,self,PLPL,56.50633,2.180298,229.0,52.21032,60.80234,0.5,79
sbmd,mood,self,self,ACPL,60.62903,2.461124,229.0,55.77969,65.47838,0.5,79
sbmd,mood,self,self,PLAC,73.58182,2.613052,229.0,68.43312,78.73052,0.5,79
sbmd,mood,self,self,ACAC,70.89189,3.185873,229.0,64.61452,77.16926,0.5,79
sbmd,mood,self,self,PLPL,51.74684,2.174942,229.0,47.46138,56.03229,0.5,80
sbmd,mood,self,self,ACPL,58.35484,2.455078,229.0,53.51741,63.19227,0.5,80
sbmd,mood,self,self,PLAC,69.34545,2.606632,229.0,64.20941,74.4815,0.5,80
sbmd,mood,self,self,ACAC,73.10811,3.178047,229.0,66.84616,79.37006,0.5,80
sbmd,mood,self,self,PLPL,49.79747,1.98177,229.0,45.89263,53.7023,0.5,81
sbmd,mood,self,self,ACPL,65.74194,2.237025,229.0,61.33415,70.14972,0.5,81
sbmd,mood,self,self,PLAC,65.10909,2.375119,229.0,60.42921,69.78897,0.5,81
sbmd,mood,self,self,ACAC,69.75676,2.895782,229.0,64.05097,75.46254,0.5,81
sbmd,mood,self,self,PLPL,55.68354,2.303629,229.0,51.14453,60.22256,0.5,82
sbmd,mood,self,self,ACPL,55.93548,2.60034,229.0,50.81183,61.05913,0.5,82
sbmd,mood,self,self,PLAC,70.34545,2.760862,229.0,64.90552,75.78539,0.5,82
sbmd,mood,self,self,ACAC,72.13514,3.366085,229.0,65.50268,78.76759,0.5,82
sbmd,mood,self,self,PLPL,54.13924,2.158198,229.0,49.88678,58.3917,0.5,83
sbmd,mood,self,self,ACPL,55.70968,2.436178,229.0,50.90949,60.50987,0.5,83
sbmd,mood,self,self,PLAC,68.23636,2.586566,229.0,63.13985,73.33287,0.5,83
sbmd,mood,self,self,ACAC,71.35135,3.153581,229.0,65.13761,77.5651,0.5,83
sbmd,mood,self,self,PLPL,55.88608,2.171829,229.0,51.60675,60.1654,0.5,84
sbmd,mood,self,self,ACPL,53.03226,2.451564,229.0,48.20175,57.86276,0.5,84
sbmd,mood,self,self,PLAC,70.09091,2.602902,229.0,64.96221,75.21961,0.5,84
sbmd,mood,self,self,ACAC,71.05405,3.173498,229.0,64.80107,77.30704,0.5,84
sbmd,mood,self,self,PLPL,55.0,2.18398,229.0,50.69674,59.30326,0.5,85
sbmd,mood,self,self,ACPL,56.0,2.46528,229.0,51.14247,60.85753,0.5,85
sbmd,mood,self,self,PLAC,67.49091,2.617464,229.0,62.33352,72.6483,0.5,85
sbmd,mood,self,self,ACAC,70.67568,3.191253,229.0,64.3877,76.96365,0.5,85
sbmd,mood,self,self,PLPL,55.96203,2.00631,229.0,52.00884,59.91521,0.5,86
sbmd,mood,self,self,ACPL,56.98387,2.264726,229.0,52.52151,61.44624,0.5,86
sbmd,mood,self,self,PLAC,68.4,2.40453,229.0,63.66217,73.13783,0.5,86
sbmd,mood,self,self,ACAC,73.21622,2.931641,229.0,67.43978,78.99265,0.5,86
sbmd,mood,self,self,PLPL,56.97468,2.114792,229.0,52.80774,61.14162,0.5,87
sbmd,mood,self,self,ACPL,60.04839,2.387181,229.0,55.34474,64.75203,0.5,87
sbmd,mood,self,self,PLAC,70.52727,2.534544,229.0,65.53326,75.52128,0.5,87
sbmd,mood,self,self,ACAC,70.37838,3.090156,229.0,64.28961,76.46715,0.5,87
sbmd,mood,self,self,PLPL,53.13924,2.317209,229.0,48.57346,57.70502,0.5,88
sbmd,mood,self,self,ACPL,53.75806,2.61567,229.0,48.60421,58.91192,0.5,88
sbmd,mood,self,self,PLAC,70.32727,2.777137,229.0,64.85526,75.79928,0.5,88
sbmd,mood,self,self,ACAC,71.05405,3.385929,229.0,64.3825,77.72561,0.5,88
sbmd,mood,self,self,PLPL,54.48101,2.051987,229.0,50.43782,58.5242,0.5,89
sbmd,mood,self,self,ACPL,58.58065,2.316287,229.0,54.01669,63.1446,0.5,89
sbmd,mood,self,self,PLAC,70.30909,2.459273,229.0,65.46339,75.15479,0.5,89
sbmd,mood,self,self,ACAC,70.13514,2.998384,229.0,64.22719,76.04308,0.5,89
sbmd,mood,self,self,PLPL,54.75949,2.164608,229.0,50.4944,59.02459,0.5,90
sbmd,mood,self,self,ACPL,61.43548,2.443413,229.0,56.62104,66.24993,0.5,90
sbmd,mood,self,self,PLAC,67.50909,2.594247,229.0,62.39744,72.62074,0.5,90
sbmd,mood,self,self,ACAC,71.35135,3.162947,229.0,65.11915,77.58355,0.5,90
sbmd,mood,self,self,PLPL,59.01266,2.211951,229.0,54.65428,63.37104,0.5,91
sbmd,mood,self,self,ACPL,59.80645,2.496854,229.0,54.88671,64.7262,0.5,91
sbmd,mood,self,self,PLAC,67.85455,2.650987,229.0,62.6311,73.07799,0.5,91
sbmd,mood,self,self,ACAC,68.24324,3.232125,229.0,61.87474,74.61175,0.5,91
sbmd,mood,self,self,PLPL,54.32911,2.156594,229.0,50.07981,58.57842,0.5,92
sbmd,mood,self,self,ACPL,64.17742,2.434367,229.0,59.3808,68.97404,0.5,92
sbmd,mood,self,self,PLAC,71.09091,2.584643,229.0,65.99819,76.18363,0.5,92
sbmd,mood,self,self,ACAC,74.13514,3.151237,229.0,67.92601,80.34426,0.5,92
sbmd,mood,self,self,PLPL,51.98734,2.248151,229.0,47.55764,56.41705,0.5,93
sbmd,mood,self,self,ACPL,59.35484,2.537717,229.0,54.35458,64.3551,0.5,93
sbmd,mood,self,self,PLAC,69.4,2.694372,229.0,64.09107,74.70893,0.5,93
sbmd,mood,self,self,ACAC,74.24324,3.285021,229.0,67.77051,80.71597,0.5,93
sbmd,mood,self,self,PLPL,55.03797,2.157747,229.0,50.7864,59.28955,0.5,94
sbmd,mood,self,self,ACPL,63.16129,2.435669,229.0,58.3621,67.96048,0.5,94
sbmd,mood,self,self,PLAC,72.94545,2.586025,229.0,67.85001,78.0409,0.5,94
sbmd,mood,self,self,ACAC,72.27027,3.152922,229.0,66.05782,78.48272,0.5,94
sbmd,mood,self,self,PLPL,57.67089,2.141938,229.0,53.45046,61.89131,0.5,95
sbmd,mood,self,self,ACPL,57.22581,2.417824,229.0,52.46178,61.98983,0.5,95
sbmd,mood,self,self,PLAC,69.87273,2.567078,229.0,64.81461,74.93084,0.5,95
sbmd,mood,self,self,ACAC,75.72973,3.129822,229.0,69.5628,81.89666,0.5,95
sbmd,creativity,self,self,PLPL,50.17722,1.8582,229.0,46.51586,53.83857,0.5,0
sbmd,creativity,self,self,ACPL,52.03226,2.097539,229.0,47.89931,56.1652,0.5,0
sbmd,creativity,self,self,PLAC,68.8,2.227022,229.0,64.41193,73.18807,0.5,0
sbmd,creativity,self,self,ACAC,61.21622,2.71522,229.0,55.86621,66.56622,0.5,0
sbmd,creativity,self,self,PLPL,44.26582,1.967167,229.0,40.38976,48.14188,0.5,1
sbmd,creativity,self,self,ACPL,48.56452,2.220542,229.0,44.18921,52.93982,0.5,1
sbmd,creativity,self,self,PLAC,65.0,2.357618,229.0,60.3546,69.6454,0.5,1
sbmd,creativity,self,self,ACAC,66.59459,2.874444,229.0,60.93085,72.25833,0.5,1
sbmd,creativity,self,self,PLPL,48.92405,1.815007,229.0,45.3478,52.5003,0.5,2
sbmd,creativity,self,self,ACPL,51.95161,2.048783,229.0,47.91474,55.98849,0.5,2
sbmd,creativity,self,self,PLAC,66.05455,2.175256,229.0,61.76847,70.34062,0.5,2
sbmd,creativity,self,self,ACAC,64.16216,2.652106,229.0,58.93651,69.38781,0.5,2
sbmd,creativity,self,self,PLPL,47.56962,1.866555,229.0,43.8918,51.24744,0.5,3
sbmd,creativity,self,self,ACPL,53.58065,2.106971,229.0,49.42912,57.73217,0.5,3
sbmd,creativity,self,self,PLAC,66.2,2.237036,229.0,61.7922,70.6078,0.5,3
sbmd,creativity,self,self,ACAC,65.21622,2.727429,229.0,59.84215,70.59028,0.5,3
sbmd,creativity,self,self,PLPL,45.86076,1.947669,229.0,42.02312,49.6984,0.5,4
sbmd,creativity,self,self,ACPL,47.5,2.198532,229.0,43.16806,51.83194,0.5,4
sbmd,creativity,self,self,PLAC,67.70909,2.33425,229.0,63.10974,72.30844,0.5,4
sbmd,creativity,self,self,ACAC,63.86486,2.845953,229.0,58.25726,69.47247,0.5,4
sbmd,creativity,self,self,PLPL,47.31646,1.848739,229.0,43.67374,50.95917,0.5,5
sbmd,creativity,self,self,ACPL,51.27419,2.08686,229.0,47.16229,55.38609,0.5,5
sbmd,creativity,self,self,PLAC,62.21818,2.215684,229.0,57.85245,66.58391,0.5,5
sbmd,creativity,self,self,ACAC,65.51351,2.701396,229.0,60.19074,70.83628,0.5,5
sbmd,creativity,self,self,PLPL,41.25316,1.946802,229.0,37.41723,45.0891,0.5,6
sbmd,creativity,self,self,ACPL,49.72581,2.197554,229.0,45.3958,54.05582,0.5,6
sbmd,creativity,self,self,PLAC,67.34545,2.333211,229.0,62.74815,71.94276,0.5,6
sbmd,creativity,self,self,ACAC,66.05405,2.844687,229.0,60.44895,71.65916,0.5,6
sbmd,creativity,self,self,PLPL,47.08861,1.96036,229.0,43.22596,50.95126,0.5,7
sbmd,creativity,self,self,ACPL,48.69355,2.212857,229.0,44.33338,53.05371,0.5,7
sbmd,creativity,self,self,PLAC,67.34545,2.349459,229.0,62.71613,71.97478,0.5,7
sbmd,creativity,self,self,ACAC,67.94595,2.864497,229.0,62.30181,73.59009,0.5,7
sbmd,creativity,self,self,PLPL,45.43038,1.932476,229.0,41.62267,49.23809,0.5,8
sbmd,creativity,self,self,ACPL,47.74194,2.181382,229.0,43.44379,52.04008,0.5,8
sbmd,creativity,self,self,PLAC,69.67273,2.316041,229.0,65.10925,74.2362,0.5,8
sbmd,creativity,self,self,ACAC,64.24324,2.823753,229.0,58.67938,69.8071,0.5,8
sbmd,creativity,self,self,PLPL,45.48101,2.009101,229.0,41.52233,49.4397,0.5,9
sbmd,creativity,self,self,ACPL,47.98387,2.267877,229.0,43.5153,52.45244,0.5,9
sbmd,creativity,self,self,PLAC,63.54545,2.407875,229.0,58.80103,68.28988,0.5,9
sbmd,creativity,self,self,ACAC,60.7027,2.935719,229.0,54.91823,66.48718,0.5,9
sbmd,creativity,self,self,PLPL,40.81013,2.159494,229.0,36.55511,45.06514,0.5,10
sbmd,creativity,self,self,ACPL,49.67742,2.437641,229.0,44.87435,54.48049,0.5,10
sbmd,creativity,self,self,PLAC,66.74545,2.588119,229.0,61.64588,71.84502,0.5,10
sbmd,creativity,self,self,ACAC,67.18919,3.155474,229.0,60.97171,73.40666,0.5,10
sbmd,creativity,self,self,PLPL,48.36709,1.999706,229.0,44.42691,52.30726,0.5,11
sbmd,creativity,self,self,ACPL,52.51613,2.257272,229.0,48.06845,56.96381,0.5,11
sbmd,creativity,self,self,PLAC,64.47273,2.396616,229.0,59.75049,69.19496,0.5,11
sbmd,creativity,self,self,ACAC,65.45946,2.921991,229.0,59.70203,71.21688,0.5,11
sbmd,creativity,self,self,PLPL,48.92405,1.982447,229.0,45.01788,52.83022,0.5,12
sbmd,creativity,self,self,ACPL,53.19355,2.23779,229.0,48.78426,57.60284,0.5,12
sbmd,creativity,self,self,PLAC,66.34545,2.375931,229.0,61.66397,71.02694,0.5,12
sbmd,creativity,self,self,ACAC,68.7027,2.896772,229.0,62.99497,74.41044,0.5,12
sbmd,creativity,self,self,PLPL,47.65823,1.954224,229.0,43.80767,51.50879,0.5,13
sbmd,creativity,self,self,ACPL,52.40323,2.205932,229.0,48.05671,56.74974,0.5,13
sbmd,creativity,self,self,PLAC,65.92727,2.342106,229.0,61.31244,70.54211,0.5,13
sbmd,creativity,self,self,ACAC,62.97297,2.855532,229.0,57.3465,68.59945,0.5,13
sbmd,creativity,self,self,PLPL,47.5443,1.820014,229.0,43.95819,51.13042,0.5,14
sbmd,creativity,self,self,ACPL,51.90323,2.054435,229.0,47.85521,55.95124,0.5,14
sbmd,creativity,self,self,PLAC,63.90909,2.181258,229.0,59.61119,68.20699,0.5,14
sbmd,creativity,self,self,ACAC,67.0,2.659423,229.0,61.75993,72.24007,0.5,14
sbmd,creativity,self,self,PLPL,44.3038,2.002,229.0,40.3591,48.24849,0.5,15
sbmd,creativity,self,self,ACPL,50.74194,2.259861,229.0,46.28916,55.19471,0.5,15
sbmd,creativity,self,self,PLAC,63.96364,2.399364,229.0,59.23598,68.69129,0.5,15
sbmd,creativity,self,self,ACAC,60.78378,2.925342,229.0,55.01976,66.54781,0.5,15
sbmd,creativity,self,self,PLPL,44.22785,2.022984,229.0,40.24181,48.21389,0.5,16
sbmd,creativity,self,self,ACPL,48.3871,2.283548,229.0,43.88765,52.88655,0.5,16
sbmd,creativity,self,self,PLAC,64.72727,2.424514,229.0,59.95007,69.50448,0.5,16
sbmd,creativity,self,self,ACAC,63.48649,2.956005,229.0,57.66204,69.31093,0.5,16
sbmd,creativity,self,self,PLPL,48.82278,2.052704,229.0,44.77818,52.86739,0.5,17
sbmd,creativity,self,self,ACPL,51.59677,2.317097,229.0,47.03122,56.16233,0.5,17
sbmd,creativity,self,self,PLAC,68.27273,2.460133,229.0,63.42534,73.12012,0.5,17
sbmd,creativity,self,self,ACAC,61.24324,2.999433,229.0,55.33323,67.15326,0.5,17
sbmd,creativity,self,self,PLPL,44.1519,1.683129,229.0,40.8355,47.4683,0.5,18
sbmd,creativity,self,self,ACPL,53.91935,1.89992,229.0,50.1758,57.66291,0.5,18
sbmd,creativity,self,self,PLAC,65.72727,2.017203,229.0,61.75262,69.70192,0.5,18
sbmd,creativity,self,self,ACAC,63.08108,2.459406,229.0,58.23512,67.92704,0.5,18
sbmd,creativity,self,self,PLPL,41.24051,1.972345,229.0,37.35424,45.12677,0.5,19
sbmd,creativity,self,self,ACPL,47.53226,2.226386,229.0,43.14544,51.91908,0.5,19
sbmd,creativity,self,self,PLAC,62.54545,2.363823,229.0,57.88783,67.20308,0.5,19
sbmd,creativity,self,self,ACAC,59.56757,2.88201,229.0,53.88892,65.24621,0.5,19
sbmd,creativity,self,self,PLPL,46.40506,2.139432,229.0,42.18957,50.62055,0.5,20
sbmd,creativity,self,self,ACPL,47.20968,2.414995,229.0,42.45123,51.96813,0.5,20
sbmd,creativity,self,self,PLAC,63.63636,2.564075,229.0,58.58417,68.68856,0.5,20
sbmd,creativity,self,self,ACAC,62.89189,3.12616,229.0,56.73218,69.05161,0.5,20
sbmd,creativity,self,self,PLPL,45.03797,1.873683,229.0,41.34611,48.72984,0.5,21
sbmd,creativity,self,self,ACPL,50.41935,2.115017,229.0,46.25197,54.58674,0.5,21
sbmd,creativity,self,self,PLAC,63.81818,2.245579,229.0,59.39354,68.24282,0.5,21
sbmd,creativity,self,self,ACAC,63.18919,2.737844,229.0,57.7946,68.58378,0.5,21
sbmd,creativity,self,self,PLPL,44.98734,1.968123,229.0,41.1094,48.86529,0.5,22
sbmd,creativity,self,self,ACPL,48.43548,2.221621,229.0,44.05805,52.81292,0.5,22
sbmd,creativity,self,self,PLAC,62.74545,2.358764,229.0,58.0978,67.39311,0.5,22
sbmd,creativity,self,self,ACAC,62.02703,2.875841,229.0,56.36053,67.69352,0.5,22
sbmd,creativity,self,self,PLPL,45.02532,1.869203,229.0,41.34228,48.70835,0.5,23
sbmd,creativity,self,self,ACPL,49.72581,2.10996,229.0,45.56839,53.88322,0.5,23
sbmd,creativity,self,self,PLAC,62.98182,2.24021,229.0,58.56776,67.39588,0.5,23
sbmd,creativity,self,self,ACAC,62.51351,2.731299,229.0,57.13182,67.8952,0.5,23
sbmd,creativity,self,self,PLPL,44.64557,1.894575,229.0,40.91254,48.3786,0.5,24
sbmd,creativity,self,self,ACPL,51.25806,2.1386,229.0,47.04422,55.47191,0.5,24
sbmd,creativity,self,self,PLAC,67.18182,2.270618,229.0,62.70784,71.65579,0.5,24
sbmd,creativity,self,self,ACAC,64.0,2.768373,229.0,58.54526,69.45474,0.5,24
sbmd,creativity,self,self,PLPL,46.01266,1.825568,229.0,42.4156,49.60972,0.5,25
sbmd,creativity,self,self,ACPL,49.6129,2.060705,229.0,45.55254,53.67327,0.5,25
sbmd,creativity,self,self,PLAC,61.29091,2.187914,229.0,56.97989,65.60192,0.5,25
sbmd,creativity,self,self,ACAC,62.24324,2.667539,229.0,56.98719,67.4993,0.5,25
sbmd,creativity,self,self,PLPL,47.1519,1.822299,229.0,43.56128,50.74251,0.5,26
sbmd,creativity,self,self,ACPL,50.93548,2.057014,229.0,46.88239,54.98858,0.5,26
sbmd,creativity,self,self,PLAC,66.25455,2.183995,229.0,61.95125,70.55784,0.5,26
sbmd,creativity,self,self,ACAC,61.2973,2.662761,229.0,56.05065,66.54394,0.5,26
sbmd,creativity,self,self,PLPL,47.46835,1.818453,229.0,43.88532,51.05139,0.5,27
sbmd,creativity,self,self,ACPL,51.54839,2.052673,229.0,47.50385,55.59293,0.5,27
sbmd,creativity,self,self,PLAC,64.90909,2.179387,229.0,60.61488,69.20331,0.5,27
sbmd,creativity,self,self,ACAC,59.48649,2.657142,229.0,54.25091,64.72206,0.5,27
sbmd,creativity,self,self,PLPL,44.27848,1.986676,229.0,40.36398,48.19298,0.5,28
sbmd,creativity,self,self,ACPL,51.37097,2.242564,229.0,46.95227,55.78966,0.5,28
sbmd,creativity,self,self,PLAC,60.98182,2.380999,229.0,56.29035,65.67329,0.5,28
sbmd,creativity,self,self,ACAC,67.2973,2.902952,229.0,61.57739,73.01721,0.5,28
sbmd,creativity,self,self,PLPL,44.60759,2.044243,229.0,40.57966,48.63553,0.5,29
sbmd,creativity,self,self,ACPL,51.69355,2.307545,229.0,47.14681,56.24028,0.5,29
sbmd,creativity,self,self,PLAC,66.23636,2.449992,229.0,61.40895,71.06377,0.5,29
sbmd,creativity,self,self,ACAC,62.43243,2.987069,229.0,56.54678,68.31808,0.5,29
sbmd,creativity,self,self,PLPL,45.5443,1.981856,229.0,41.6393,49.44931,0.5,30
sbmd,creativity,self,self,ACPL,51.0,2.237123,229.0,46.59202,55.40798,0.5,30
sbmd,creativity,self,self,PLAC,66.87273,2.375223,229.0,62.19264,71.55281,0.5,30
sbmd,creativity,self,self,ACAC,65.27027,2.895908,229.0,59.56424,70.9763,0.5,30
sbmd,creativity,self,self,PLPL,43.34177,1.963135,229.0,39.47365,47.20989,0.5,31
sbmd,creativity,self,self,ACPL,50.53226,2.215991,229.0,46.16592,54.8986,0.5,31
sbmd,creativity,self,self,PLAC,62.41818,2.352786,229.0,57.78231,67.05406,0.5,31
sbmd,creativity,self,self,ACAC,66.86486,2.868553,229.0,61.21273,72.517,0.5,31
sbmd,creativity,self,self,PLPL,48.81013,1.935711,229.0,44.99604,52.62421,0.5,32
sbmd,creativity,self,self,ACPL,49.79032,2.185035,229.0,45.48498,54.09567,0.5,32
sbmd,creativity,self,self,PLAC,63.61818,2.319919,229.0,59.04707,68.1893,0.5,32
sbmd,creativity,self,self,ACAC,60.45946,2.828481,229.0,54.88628,66.03263,0.5,32
sbmd,creativity,self,self,PLPL,45.34177,1.933317,229.0,41.53241,49.15114,0.5,33
sbmd,creativity,self,self,ACPL,50.41935,2.182332,229.0,46.11934,54.71937,0.5,33
sbmd,creativity,self,self,PLAC,62.25455,2.317049,229.0,57.68908,66.82001,0.5,33
sbmd,creativity,self,self,ACAC,65.81081,2.824982,229.0,60.24453,71.37709,0.5,33
sbmd,creativity,self,self,PLPL,44.29114,2.02048,229.0,40.31003,48.27225,0.5,34
sbmd,creativity,self,self,ACPL,50.98387,2.280721,229.0,46.48999,55.47775,0.5,34
sbmd,creativity,self,self,PLAC,63.16364,2.421512,229.0,58.39234,67.93493,0.5,34
sbmd,creativity,self,self,ACAC,67.08108,2.952345,229.0,61.26385,72.89832,0.5,34
sbmd,creativity,self,self,PLPL,48.65823,2.016502,229.0,44.68496,52.6315,0.5,35
sbmd,creativity,self,self,ACPL,50.12903,2.276232,229.0,45.644,54.61407,0.5,35
sbmd,creativity,self,self,PLAC,64.29091,2.416746,229.0,59.52901,69.05281,0.5,35
sbmd,creativity,self,self,ACAC,64.16216,2.946534,229.0,58.35638,69.96795,0.5,35
sbmd,creativity,self,self,PLPL,46.40506,1.942754,229.0,42.57711,50.23302,0.5,36
sbmd,creativity,self,self,ACPL,52.43548,2.192984,229.0,48.11448,56.75649,0.5,36
sbmd,creativity,self,self,PLAC,66.87273,2.328359,229.0,62.28498,71.46047,0.5,36
sbmd,creativity,self,self,ACAC,63.86486,2.838771,229.0,58.27141,69.45832,0.5,36
sbmd,creativity,self,self,PLPL,49.11392,1.757778,229.0,45.65044,52.57741,0.5,37
sbmd,creativity,self,self,ACPL,52.43548,1.984183,229.0,48.52589,56.34507,0.5,37
sbmd,creativity,self,self,PLAC,65.69091,2.106669,229.0,61.53998,69.84184,0.5,37
sbmd,creativity,self,self,ACAC,61.13514,2.568483,229.0,56.07425,66.19602,0.5,37
sbmd,creativity,self,self,PLPL,46.72152,1.883532,229.0,43.01025,50.43279,0.5,38
