study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,cgr,cgr_trial_id
sbmd,PANAS,self,self,without_guess,1.0,231.0,3.531617625297006,0.010794355366369857,0.061468048511501006,0.5,70
sbmd,PANAS,self,self,with_guess,3.0,229.0,14.232873292327334,0.14611270346149163,1.546485722444634e-08,0.5,70
sbmd,PANAS,self,self,without_guess,1.0,231.0,2.8437528661581073,0.007884550446867866,0.09307980670953457,0.5,71
sbmd,PANAS,self,self,with_guess,3.0,229.0,13.5553601829685,0.13967674567092825,3.583060424365928e-08,0.5,71
sbmd,PANAS,self,self,without_guess,1.0,231.0,0.0006559489687205602,-0.004326152438510977,0.9795893238704416,0.5,72
sbmd,PANAS,self,self,with_guess,3.0,229.0,6.953030677460595,0.0714766546500828,0.00016923329946697975,0.5,72
sbmd,PANAS,self,self,without_guess,1.0,231.0,0.9174889076394658,-0.0003557777929952266,0.3391365839888868,0.5,73
sbmd,PANAS,self,self,with_guess,3.0,229.0,10.513648890293167,0.10954495650517848,1.6641725206858554e-06,0.5,73
sbmd,PANAS,self,self,without_guess,1.0,231.0,0.4161981872611224,-0.0025227353025065735,0.519480416166455,0.5,74
sbmd,PANAS,self,self,with_guess,3.0,229.0,11.836469685821669,0.12290454684885077,3.0941163890607355e-07,0.5,74
sbmd,PANAS,self,self,without_guess,1.0,231.0,0.7548346605767127,-0.0010578650485646435,0.3858516233921999,0.5,75
sbmd,PANAS,self,self,with_guess,3.0,229.0,13.763896131643161,0.1416680202869598,2.7649486782762252e-08,0.5,75
sbmd,PANAS,self,self,without_guess,1.0,231.0,0.9296756177241005,-0.00030321424840784594,0.3359555135170047,0.5,76
sbmd,PANAS,self,self,with_guess,3.0,229.0,18.283368846639704,0.1826672083092109,1.1387627046389875e-10,0.5,76
sbmd,PANAS,self,self,without_guess,1.0,231.0,2.0371006839308965,0.004450367262925803,0.15485233046259067,0.5,77
sbmd,PANAS,self,self,with_guess,3.0,229.0,12.089097211769817,0.12541045460307054,2.2490100322031115e-07,0.5,77
sbmd,PANAS,self,self,without_guess,1.0,231.0,1.9142231309831605,0.003925149433527952,0.16783043804337888,0.5,78
sbmd,PANAS,self,self,with_guess,3.0,229.0,13.656836651375022,0.14064688013730564,3.1582733791124984e-08,0.5,78
sbmd,PANAS,self,self,without_guess,1.0,231.0,0.015684220607848548,-0.004260817973086972,0.9004451179805744,0.5,79
sbmd,PANAS,self,self,with_guess,3.0,229.0,9.898813962800878,0.10319601496459341,3.6620541895503696e-06,0.5,79
sbmd,PANAS,self,self,without_guess,1.0,231.0,5.66143239803531,0.0196966288541488,0.0181553117467485,0.5,80
sbmd,PANAS,self,self,with_guess,3.0,229.0,15.88195561890966,0.16138273585648932,2.0461664414775138e-09,0.5,80
sbmd,PANAS,self,self,without_guess,1.0,231.0,0.11214613634858965,-0.003841658166800155,0.7380177822284785,0.5,81
sbmd,PANAS,self,self,with_guess,3.0,229.0,12.56168742074542,0.1300600114907441,1.240739184214845e-07,0.5,81
sbmd,PANAS,self,self,without_guess,1.0,231.0,0.26479851255251585,-0.003179046236937655,0.60733449653815,0.5,82
sbmd,PANAS,self,self,with_guess,3.0,229.0,13.663506541248372,0.14071056893659883,3.132199040647252e-08,0.5,82
sbmd,PANAS,self,self,without_guess,1.0,231.0,3.577773787255614,0.010988994164440657,0.05980862948274125,0.5,83
sbmd,PANAS,self,self,with_guess,3.0,229.0,14.24356667165268,0.1462135121749989,1.526178244749566e-08,0.5,83
sbmd,PANAS,self,self,without_guess,1.0,231.0,0.1838400108909845,-0.0035303505170194427,0.6684933185876856,0.5,84
sbmd,PANAS,self,self,with_guess,3.0,229.0,13.95509175103237,0.14348563217186594,2.181099036737081e-08,0.5,84
sbmd,PANAS,self,self,without_guess,1.0,231.0,5.451878689309116,0.01882784232456347,0.02040499085408265,0.5,85
sbmd,PANAS,self,self,with_guess,3.0,229.0,18.281499530916985,0.1826510601748017,1.1412966217705183e-10,0.5,85
sbmd,PANAS,self,self,without_guess,1.0,231.0,0.6938258681995572,-0.0013214600374142904,0.4057264815911584,0.5,86
sbmd,PANAS,self,self,with_guess,3.0,229.0,13.280447927792551,0.13703749306156965,5.046497127613217e-08,0.5,86
sbmd,PANAS,self,self,without_guess,1.0,231.0,2.002160638265083,0.004301078734720187,0.1584217790399041,0.5,87
sbmd,PANAS,self,self,with_guess,3.0,229.0,13.15113691281998,0.13579045480623309,5.930407022563949e-08,0.5,87
sbmd,PANAS,self,self,without_guess,1.0,231.0,0.05220802131901927,-0.004102068475335674,0.8194668907135874,0.5,88
sbmd,PANAS,self,self,with_guess,3.0,229.0,12.431930734944382,0.12878833691240998,1.4604644134412002e-07,0.5,88
sbmd,PANAS,self,self,without_guess,1.0,231.0,0.7086824771101008,-0.0012572576900249377,0.40075221540002093,0.5,89
sbmd,PANAS,self,self,with_guess,3.0,229.0,13.962022552486438,0.1435513756529978,2.1624433551339256e-08,0.5,89
sbmd,PANAS,self,self,without_guess,1.0,231.0,2.7808375211136753,0.007617551292897762,0.09675331501992848,0.5,90
sbmd,PANAS,self,self,with_guess,3.0,229.0,13.238903316211994,0.13663724133737065,5.31496556992186e-08,0.5,90
sbmd,PANAS,self,self,without_guess,1.0,231.0,0.11233098125055743,-0.0038408552887705394,0.7378099539350673,0.5,91
sbmd,PANAS,self,self,with_guess,3.0,229.0,8.84776771349609,0.09213038593128398,1.4236325446526328e-05,0.5,91
sbmd,PANAS,self,self,without_guess,1.0,231.0,0.579922760377494,-0.001813962258106372,0.44711934446726476,0.5,92
sbmd,PANAS,self,self,with_guess,3.0,229.0,7.253797083331639,0.07481770282288358,0.00011399653677872029,0.5,92
sbmd,PANAS,self,self,without_guess,1.0,231.0,0.07100338926472463,-0.00402039458482073,0.7901191113142803,0.5,93
sbmd,PANAS,self,self,with_guess,3.0,229.0,19.951929098682516,0.1968310478674129,1.5910778729772008e-11,0.5,93
sbmd,PANAS,self,self,without_guess,1.0,231.0,6.438360668716937,0.02290430515692765,0.011827331181395213,0.5,94
sbmd,PANAS,self,self,with_guess,3.0,229.0,16.65895703941372,0.1683898415303775,7.977255144786764e-10,0.5,94
sbmd,PANAS,self,self,without_guess,1.0,231.0,0.7013392705525869,-0.0012889900869268445,0.4031996469479253,0.5,95
sbmd,PANAS,self,self,with_guess,3.0,229.0,11.420867813145644,0.11875064301196447,5.2379031428379e-07,0.5,95
sbmd,mood,self,self,without_guess,1.0,231.0,3.4130020848972094,0.010293806501498248,0.06596331940419842,0.5,0
sbmd,mood,self,self,with_guess,3.0,229.0,12.907910279664618,0.13343505533500022,8.038203457616535e-08,0.5,0
sbmd,mood,self,self,without_guess,1.0,231.0,3.5446992812154883,0.010849527996215524,0.060992781219350485,0.5,1
sbmd,mood,self,self,with_guess,3.0,229.0,8.398854289559884,0.0873204681376697,2.551395085576701e-05,0.5,1
sbmd,mood,self,self,without_guess,1.0,231.0,0.675956498085854,-0.001398692841554361,0.41183039513059905,0.5,2
sbmd,mood,self,self,with_guess,3.0,229.0,10.649889809284792,0.1109396669914472,1.3981252708890345e-06,0.5,2
sbmd,mood,self,self,without_guess,1.0,231.0,3.9700974633274235,0.012640321025491286,0.04749210973563395,0.5,3
sbmd,mood,self,self,with_guess,3.0,229.0,8.412121081421025,0.08746334694419389,2.507708003221636e-05,0.5,3
sbmd,mood,self,self,without_guess,1.0,231.0,0.7241197739908604,-0.001190554640053021,0.39567708287359815,0.5,4
sbmd,mood,self,self,with_guess,3.0,229.0,5.67259634280391,0.05697876191706153,0.0009165090495142943,0.5,4
sbmd,mood,self,self,without_guess,1.0,231.0,0.2688954718481564,-0.0031612747864782076,0.6045700254841424,0.5,5
sbmd,mood,self,self,with_guess,3.0,229.0,9.775537957182326,0.10191212386904092,4.291609699165611e-06,0.5,5
sbmd,mood,self,self,without_guess,1.0,231.0,0.5916543653426383,-0.0017632139455818763,0.442565859346406,0.5,6
sbmd,mood,self,self,with_guess,3.0,229.0,9.739458490177546,0.10153566888009735,4.495703138257926e-06,0.5,6
sbmd,mood,self,self,without_guess,1.0,231.0,0.020851843590727774,-0.004238354021273372,0.8853091974220353,0.5,7
sbmd,mood,self,self,with_guess,3.0,229.0,7.067026630687895,0.07274580869081626,0.00014568369452946548,0.5,7
sbmd,mood,self,self,without_guess,1.0,231.0,0.12112752225814533,-0.0038026487979001544,0.7281317473025826,0.5,8
sbmd,mood,self,self,with_guess,3.0,229.0,5.846007263466193,0.05896868030667701,0.0007286669255151684,0.5,8
sbmd,mood,self,self,without_guess,1.0,231.0,0.2516346457462445,-0.003236151629371964,0.6164041634957215,0.5,9
sbmd,mood,self,self,with_guess,3.0,229.0,12.296808276679693,0.12746011764696807,1.7310927559186103e-07,0.5,9
sbmd,mood,self,self,without_guess,1.0,231.0,0.3360240424035562,-0.0028701796892416365,0.5626981787941046,0.5,10
sbmd,mood,self,self,with_guess,3.0,229.0,7.364039844825522,0.07603631515745402,9.864549131643761e-05,0.5,10
sbmd,mood,self,self,without_guess,1.0,231.0,0.03294971341448477,-0.0041857678213652605,0.8561181728039523,0.5,11
sbmd,mood,self,self,with_guess,3.0,229.0,9.419643827034156,0.09818485731741422,6.7908034428901866e-06,0.5,11
sbmd,mood,self,self,without_guess,1.0,231.0,3.284816941452046,0.009752304785602184,0.07122170380249236,0.5,12
sbmd,mood,self,self,with_guess,3.0,229.0,15.437324607818493,0.1573196153510905,3.51896608736773e-09,0.5,12
sbmd,mood,self,self,without_guess,1.0,231.0,0.03628184867762794,-0.004171284889156857,0.8491019116742926,0.5,13
sbmd,mood,self,self,with_guess,3.0,229.0,9.961151065703431,0.10384384503957311,3.3799777343830234e-06,0.5,13
sbmd,mood,self,self,without_guess,1.0,231.0,2.145964572972586,0.004915223710054484,0.1443048454044771,0.5,14
sbmd,mood,self,self,with_guess,3.0,229.0,18.06537653033837,0.18077976441610044,1.4761129491424244e-10,0.5,14
sbmd,mood,self,self,without_guess,1.0,231.0,0.9671321439112971,-0.00014169186722678973,0.3264253473187604,0.5,15
sbmd,mood,self,self,with_guess,3.0,229.0,4.429538059630634,0.042464290836611185,0.004756252403349088,0.5,15
sbmd,mood,self,self,without_guess,1.0,231.0,5.65125004033499,0.01965444948861339,0.01825842298559215,0.5,16
sbmd,mood,self,self,with_guess,3.0,229.0,11.910149057480856,0.12363688242902537,2.81900867669395e-07,0.5,16
sbmd,mood,self,self,without_guess,1.0,231.0,0.35877180698871536,-0.0027715750217858215,0.5497760780881319,0.5,17
sbmd,mood,self,self,with_guess,3.0,229.0,10.19268731660723,0.10624188247138056,2.5106127568038926e-06,0.5,17
