study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,cgr,cgr_trial_id
sbmd,creativity,self,self,with_guess,3.0,229.0,19.60233064309946,0.19390422572849708,2.3968696506782625e-11,0.5,39
sbmd,creativity,self,self,without_guess,1.0,231.0,0.6891316814835136,-0.0013417475229000608,0.40731698475757117,0.5,40
sbmd,creativity,self,self,with_guess,3.0,229.0,22.594787867243756,0.21828765779813264,7.507668878468083e-13,0.5,40
sbmd,creativity,self,self,without_guess,1.0,231.0,0.0025540521324745056,-0.0043179000853923455,0.9597376342491817,0.5,41
sbmd,creativity,self,self,with_guess,3.0,229.0,12.98819853516966,0.13421398272499852,7.269898811564772e-08,0.5,41
sbmd,creativity,self,self,without_guess,1.0,231.0,2.117581061995507,0.004794065968359074,0.1469739447690721,0.5,42
sbmd,creativity,self,self,with_guess,3.0,229.0,25.39723181835492,0.23982204150715902,3.19945188770591e-14,0.5,42
sbmd,creativity,self,self,without_guess,1.0,231.0,5.038691105396444,0.017110292751085887,0.02573455279695222,0.5,43
sbmd,creativity,self,self,with_guess,3.0,229.0,25.64099812503667,0.24163922207321475,2.4409899969128152e-14,0.5,43
sbmd,creativity,self,self,without_guess,1.0,231.0,0.7128064936215204,-0.001239437348001582,0.39938719829060754,0.5,44
sbmd,creativity,self,self,with_guess,3.0,229.0,14.753320502067513,0.1509916098896399,8.140017258957193e-09,0.5,44
sbmd,creativity,self,self,without_guess,1.0,231.0,0.25246356329906183,-0.0032325555593326616,0.615824374126094,0.5,45
sbmd,creativity,self,self,with_guess,3.0,229.0,10.952685631822927,0.11402382362971497,9.500242262040227e-07,0.5,45
sbmd,creativity,self,self,without_guess,1.0,231.0,0.09893044595102236,-0.003899064146727804,0.7534008357214768,0.5,46
sbmd,creativity,self,self,with_guess,3.0,229.0,25.75929461134864,0.24251794776763191,2.141097184991489e-14,0.5,46
sbmd,creativity,self,self,without_guess,1.0,231.0,0.09293625905831761,-0.0039251037077343565,0.7607514662377555,0.5,47
sbmd,creativity,self,self,with_guess,3.0,229.0,15.733528409245462,0.1600307442914778,2.451519955638936e-09,0.5,47
sbmd,creativity,self,self,without_guess,1.0,231.0,0.9172745585775393,-0.00035670236975615666,0.33919289762110205,0.5,48
sbmd,creativity,self,self,with_guess,3.0,229.0,12.107013229535195,0.1255876267020244,2.1987616892371905e-07,0.5,48
sbmd,creativity,self,self,without_guess,1.0,231.0,0.31658261968319673,-0.0029544677367141503,0.574214277895216,0.5,49
sbmd,creativity,self,self,with_guess,3.0,229.0,17.213159792828023,0.17331659638979913,4.091968279243367e-10,0.5,49
sbmd,creativity,self,self,without_guess,1.0,231.0,0.09688445978659112,-0.003907952036326767,0.7558816448823246,0.5,50
sbmd,creativity,self,self,with_guess,3.0,229.0,22.94958947376937,0.22108121772779932,5.011792545249943e-13,0.5,50
sbmd,creativity,self,self,without_guess,1.0,231.0,0.13756746301758624,-0.0037312521129668763,0.7110512718217379,0.5,51
sbmd,creativity,self,self,with_guess,3.0,229.0,13.388076897512834,0.1380726948633474,4.412793047812764e-08,0.5,51
sbmd,creativity,self,self,without_guess,1.0,231.0,0.20558487005349949,-0.0034359686008147428,0.6506758057249931,0.5,52
sbmd,creativity,self,self,with_guess,3.0,229.0,15.79799983818009,0.16061853583114727,2.266347562984525e-09,0.5,52
sbmd,creativity,self,self,without_guess,1.0,231.0,0.12669085089705037,-0.003778486793921676,0.7222129016113037,0.5,53
sbmd,creativity,self,self,with_guess,3.0,229.0,28.065908726987377,0.25925388147309547,1.7099221803906873e-15,0.5,53
sbmd,creativity,self,self,without_guess,1.0,231.0,2.7948520938633754,0.007677038556617943,0.09592148696364329,0.5,54
sbmd,creativity,self,self,with_guess,3.0,229.0,18.465323015284273,0.18423597641570333,9.173962789095055e-11,0.5,54
sbmd,creativity,self,self,without_guess,1.0,231.0,0.012904498499383292,-0.004272901999321066,0.9096551634301213,0.5,55
sbmd,creativity,self,self,with_guess,3.0,229.0,11.443698389093491,0.1189798536605694,5.088338761556813e-07,0.5,55
sbmd,creativity,self,self,without_guess,1.0,231.0,0.45188173881803523,-0.002368173708781729,0.5021144984735085,0.5,56
sbmd,creativity,self,self,with_guess,3.0,229.0,26.242626253317365,0.24608715682541327,1.2551207458455279e-14,0.5,56
sbmd,creativity,self,self,without_guess,1.0,231.0,0.5146857901542163,-0.0020962566939950467,0.47384224700765853,0.5,57
sbmd,creativity,self,self,with_guess,3.0,229.0,7.532258250088929,0.07788961034861608,7.912558053190364e-05,0.5,57
sbmd,creativity,self,self,without_guess,1.0,231.0,1.472230489747013,0.0020313415015297265,0.22623332075204003,0.5,58
sbmd,creativity,self,self,with_guess,3.0,229.0,23.746743047320475,0.22728542852828593,2.0314333173294528e-13,0.5,58
sbmd,creativity,self,self,without_guess,1.0,231.0,2.1451361079363442,0.004911687745465909,0.1443819690120629,0.5,59
sbmd,creativity,self,self,with_guess,3.0,229.0,17.49650104790497,0.1758129613751458,2.9127568323363636e-10,0.5,59
sbmd,creativity,self,self,without_guess,1.0,231.0,0.8413905504152788,-0.0006841291333188337,0.35995605183708324,0.5,60
sbmd,creativity,self,self,with_guess,3.0,229.0,14.068938416304846,0.14456426993890392,1.8942014666304124e-08,0.5,60
sbmd,creativity,self,self,without_guess,1.0,231.0,0.07838810759469075,-0.003988308469488722,0.7797443492368838,0.5,61
sbmd,creativity,self,self,with_guess,3.0,229.0,19.652807971345563,0.1943281365185614,2.2589857201352752e-11,0.5,61
sbmd,creativity,self,self,without_guess,1.0,231.0,0.07278988009007872,-0.004012632211655376,0.7875580613156938,0.5,62
sbmd,creativity,self,self,with_guess,3.0,229.0,28.969795969035115,0.2656122012169493,6.443963731565802e-16,0.5,62
sbmd,creativity,self,self,without_guess,1.0,231.0,0.06325579455619684,-0.004054059578718405,0.8016457151497708,0.5,63
sbmd,creativity,self,self,with_guess,3.0,229.0,8.968639652121173,0.09341682698804599,1.21710114163885e-05,0.5,63
sbmd,creativity,self,self,without_guess,1.0,231.0,2.2707275646545684,0.0054474368812622576,0.13320429039849244,0.5,64
sbmd,creativity,self,self,with_guess,3.0,229.0,22.126097419587303,0.21456652001779564,1.2831074291724383e-12,0.5,64
sbmd,creativity,self,self,without_guess,1.0,231.0,1.2681361765313104e-06,-0.004328998815471996,0.9991024618837149,0.5,65
sbmd,creativity,self,self,with_guess,3.0,229.0,23.834319130136855,0.22796100905393812,1.8403304391504557e-13,0.5,65
sbmd,creativity,self,self,without_guess,1.0,231.0,0.2281586613330236,-0.0033380075468985027,0.6333441863624061,0.5,66
sbmd,creativity,self,self,with_guess,3.0,229.0,12.707222065683808,0.1314819074658764,1.0336210753360347e-07,0.5,66
sbmd,creativity,self,self,without_guess,1.0,231.0,1.6279043229478052,0.0026991788658171645,0.20327459248073626,0.5,67
sbmd,creativity,self,self,with_guess,3.0,229.0,13.475016542391453,0.1389070900384448,3.95988535153993e-08,0.5,67
sbmd,creativity,self,self,without_guess,1.0,231.0,0.22635992620831333,-0.003345812622914446,0.6346857443191334,0.5,68
sbmd,creativity,self,self,with_guess,3.0,229.0,30.147498901950527,0.27373470220015916,1.8287330608543338e-16,0.5,68
sbmd,creativity,self,self,without_guess,1.0,231.0,0.2669508644970982,-0.0031697098645642185,0.6058788183715084,0.5,69
sbmd,creativity,self,self,with_guess,3.0,229.0,20.765821980632357,0.20356327422952836,6.16178551053441e-12,0.5,69
sbmd,creativity,self,self,without_guess,1.0,231.0,0.22316180978441266,-0.0033596901977088756,0.6370872494875552,0.5,70
sbmd,creativity,self,self,with_guess,3.0,229.0,15.150369579926528,0.15467639731792648,4.999413307664218e-09,0.5,70
sbmd,creativity,self,self,without_guess,1.0,231.0,0.09038934647074094,-0.003936168250447958,0.7639531774073509,0.5,71
sbmd,creativity,self,self,with_guess,3.0,229.0,21.107206911279224,0.20635360662823232,4.148145312090126e-12,0.5,71
sbmd,creativity,self,self,without_guess,1.0,231.0,8.317309860063897,0.030575765139356448,0.004297909149701645,0.5,72
sbmd,creativity,self,self,with_guess,3.0,229.0,22.60999718323091,0.2184078206222616,7.378520692359978e-13,0.5,72
sbmd,creativity,self,self,without_guess,1.0,231.0,0.6345334893149628,-0.0015777721274097267,0.42651517294439056,0.5,73
sbmd,creativity,self,self,with_guess,3.0,229.0,21.461564171546186,0.20922936363346822,2.754627792747636e-12,0.5,73
sbmd,creativity,self,self,without_guess,1.0,231.0,1.7173505046967216e-05,-0.004328929662995806,0.9966970783641595,0.5,74
sbmd,creativity,self,self,with_guess,3.0,229.0,18.26048135107196,0.18246945012904225,1.1701817279372315e-10,0.5,74
sbmd,creativity,self,self,without_guess,1.0,231.0,3.3850466595539204,0.010175762889081619,0.06707339457435632,0.5,75
sbmd,creativity,self,self,with_guess,3.0,229.0,20.95793731662657,0.2051359508751035,4.930909517800907e-12,0.5,75
sbmd,creativity,self,self,without_guess,1.0,231.0,1.0382824041833634,0.0001649831389316514,0.3092872672978811,0.5,76
sbmd,creativity,self,self,with_guess,3.0,229.0,17.201069149477526,0.17320973587718014,4.1518414626365463e-10,0.5,76
sbmd,creativity,self,self,without_guess,1.0,231.0,0.23701780097483272,-0.003299567717491847,0.626829975174723,0.5,77
sbmd,creativity,self,self,with_guess,3.0,229.0,7.906991152408044,0.08199150697214064,4.8460782753747934e-05,0.5,77
sbmd,creativity,self,self,without_guess,1.0,231.0,0.9638768853931365,-0.00015572732742663575,0.3272391577639804,0.5,78
sbmd,creativity,self,self,with_guess,3.0,229.0,12.660677208945613,0.1310276628493544,1.0957651610603862e-07,0.5,78
sbmd,creativity,self,self,without_guess,1.0,231.0,0.3250546681584295,-0.0029177355337051125,0.5691397857257225,0.5,79
sbmd,creativity,self,self,with_guess,3.0,229.0,18.846094967992077,0.18749949738607086,5.842991455318752e-11,0.5,79
sbmd,creativity,self,self,without_guess,1.0,231.0,0.057358131413901475,-0.004079687728663295,0.8109336922483046,0.5,80
sbmd,creativity,self,self,with_guess,3.0,229.0,15.618132846992665,0.1589766151017653,2.821881421841127e-09,0.5,80
sbmd,creativity,self,self,without_guess,1.0,231.0,1.1670045787013263,0.0007193295145638823,0.2811441500733416,0.5,81
sbmd,creativity,self,self,with_guess,3.0,229.0,16.427007967195298,0.1663103838440425,1.0559746790351046e-09,0.5,81
sbmd,creativity,self,self,without_guess,1.0,231.0,0.022118764038599647,-0.004232846799228751,0.8819013425935138,0.5,82
sbmd,creativity,self,self,with_guess,3.0,229.0,18.840535513790048,0.18745203625637075,5.881534397826633e-11,0.5,82
sbmd,creativity,self,self,without_guess,1.0,231.0,0.025206282799697565,-0.004219425805888299,0.8739928440497944,0.5,83
sbmd,creativity,self,self,with_guess,3.0,229.0,15.868657853628926,0.16126178689003656,2.07954730756022e-09,0.5,83
sbmd,creativity,self,self,without_guess,1.0,231.0,0.3398533837071656,-0.0028535792974584417,0.5604825291716697,0.5,84
sbmd,creativity,self,self,with_guess,3.0,229.0,13.092229428262455,0.13522117227821928,6.383284597872016e-08,0.5,84
sbmd,creativity,self,self,without_guess,1.0,231.0,0.872237028455137,-0.0005510059038640325,0.3513119491718647,0.5,85
sbmd,creativity,self,self,with_guess,3.0,229.0,19.371256987943138,0.19195795025370854,3.144808030810851e-11,0.5,85
sbmd,creativity,self,self,without_guess,1.0,231.0,3.724793854227582,0.011608462018374621,0.05483475880386158,0.5,86
sbmd,creativity,self,self,with_guess,3.0,229.0,12.116571300551996,0.1256821174264242,2.1724187042388926e-07,0.5,86
sbmd,creativity,self,self,without_guess,1.0,231.0,0.8580121239010327,-0.000612391501153331,0.3552623081441274,0.5,87
sbmd,creativity,self,self,with_guess,3.0,229.0,21.78712198336693,0.21185309338682756,1.8934343473343507e-12,0.5,87
sbmd,creativity,self,self,without_guess,1.0,231.0,0.213926765131681,-0.003399765947778688,0.6441422703031474,0.5,88
sbmd,creativity,self,self,with_guess,3.0,229.0,15.081374472746482,0.15403839065610359,5.4406334852348496e-09,0.5,88
sbmd,creativity,self,self,without_guess,1.0,231.0,1.6139890234129624,0.002639518912816441,0.20521002436392646,0.5,89
sbmd,creativity,self,self,with_guess,3.0,229.0,17.557396263040804,0.1763475087926064,2.707876458039911e-10,0.5,89
sbmd,creativity,self,self,without_guess,1.0,231.0,2.598170610216861,0.006841537354689287,0.10835255778255297,0.5,90
sbmd,creativity,self,self,with_guess,3.0,229.0,16.200693251499388,0.16427139088737064,1.3891757142783846e-09,0.5,90
sbmd,creativity,self,self,without_guess,1.0,231.0,1.9453106081955724,0.0040580795798270675,0.16443280781554379,0.5,91
sbmd,creativity,self,self,with_guess,3.0,229.0,16.49221432231825,0.16689601853779124,9.758547101201461e-10,0.5,91
sbmd,creativity,self,self,without_guess,1.0,231.0,0.4719825779520265,-0.0022811288699708943,0.4927656160596833,0.5,92
sbmd,creativity,self,self,with_guess,3.0,229.0,21.561093617885472,0.21003334161331944,2.456033248089327e-12,0.5,92
sbmd,creativity,self,self,without_guess,1.0,231.0,0.32057015802836714,-0.002937178658635853,0.5718148307223762,0.5,93
sbmd,creativity,self,self,with_guess,3.0,229.0,11.081331864800633,0.11532769520938291,8.064453304453026e-07,0.5,93
sbmd,creativity,self,self,without_guess,1.0,231.0,3.7829799418917838,0.01185341434281384,0.05298995216122521,0.5,94
sbmd,creativity,self,self,with_guess,3.0,229.0,19.890597129746915,0.19631911769593513,1.7094937895830987e-11,0.5,94
sbmd,creativity,self,self,without_guess,1.0,231.0,0.34962713600810097,-0.00281121206912327,0.5549024312209572,0.5,95
sbmd,creativity,self,self,with_guess,3.0,229.0,8.802010594225466,0.09164243937117544,1.510719807205026e-05,0.5,95
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.2644940919005692,-0.0032363432353934574,0.6075496437470325,0.5,0
sbmd,WEMWB,self,self,with_guess,3.0,225.0,2.6029493977485236,0.02065577932525109,0.052792538327074805,0.5,0
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.2216869559644607,-0.0034253466491795947,0.6382096602061926,0.5,1
sbmd,WEMWB,self,self,with_guess,3.0,225.0,4.362846361423907,0.04237305635573174,0.00520944810102248,0.5,1
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.0671418697387268,-0.004108292034593175,0.7957794192545528,0.5,2
sbmd,WEMWB,self,self,with_guess,3.0,225.0,2.998335197061245,0.02562022884222437,0.03150474820671411,0.5,2
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.43494582565511325,-0.0024844650512856337,0.5102405482874124,0.5,3
sbmd,WEMWB,self,self,with_guess,3.0,225.0,6.258922235008289,0.06471808990770267,0.00042464942241361177,0.5,3
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.14570137641607214,-0.0037610160280701077,0.7030346630066902,0.5,4
sbmd,WEMWB,self,self,with_guess,3.0,225.0,10.226829119221385,0.1082620251694949,2.4379307335484157e-06,0.5,4
sbmd,WEMWB,self,self,without_guess,1.0,227.0,2.571135102163069,0.006843783306920814,0.11022006982322763,0.5,5
sbmd,WEMWB,self,self,with_guess,3.0,225.0,3.656645298000519,0.033775217439486305,0.013251284760106554,0.5,5
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.47653436271548916,-0.0023011852134595667,0.490701506906302,0.5,6
sbmd,WEMWB,self,self,with_guess,3.0,225.0,2.9901288408659394,0.02551770166871592,0.031845306154231263,0.5,6
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.2996672011219381,-0.003081099094871975,0.5846289342670312,0.5,7
sbmd,WEMWB,self,self,with_guess,3.0,225.0,3.6227960714297924,0.033359231704847336,0.013856561143352198,0.5,7
sbmd,WEMWB,self,self,without_guess,1.0,227.0,9.74431263866473,0.03693568196508645,0.0020323921497082914,0.5,8
sbmd,WEMWB,self,self,with_guess,3.0,225.0,9.614854466184337,0.10181255431488312,5.346817375431209e-06,0.5,8
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.5796442754032303,-0.0018470708394644486,0.4472419898462491,0.5,9
sbmd,WEMWB,self,self,with_guess,3.0,225.0,4.176207203192218,0.040115677618163925,0.006668905030700407,0.5,9
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.34950469726584765,-0.0028612127552261057,0.5549818586895734,0.5,10
sbmd,WEMWB,self,self,with_guess,3.0,225.0,7.634034388644409,0.08028210697596116,6.982183759682863e-05,0.5,10
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.8536860549930172,-0.000642139908027195,0.35649275386129486,0.5,11
sbmd,WEMWB,self,self,with_guess,3.0,225.0,2.5163719690053017,0.01956195743541267,0.0590765226937608,0.5,11
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.3402689668852451,-0.0029019541329515786,0.560253101497222,0.5,12
sbmd,WEMWB,self,self,with_guess,3.0,225.0,7.106177660733255,0.0743692841964253,0.000139367972652648,0.5,12
sbmd,WEMWB,self,self,without_guess,1.0,227.0,3.6508631792250856,0.011492968821734895,0.057300067376832284,0.5,13
sbmd,WEMWB,self,self,with_guess,3.0,225.0,6.612962027271876,0.06877537449745097,0.00026641214301539943,0.5,13
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.9467809710104346,-0.00023347128993389532,0.33157573202349466,0.5,14
sbmd,WEMWB,self,self,with_guess,3.0,225.0,3.671034851605693,0.0339519475833,0.013002011908399884,0.5,14
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.3838739230546717,-0.0027096296070399095,0.5361586106417455,0.5,15
sbmd,WEMWB,self,self,with_guess,3.0,225.0,4.439366457668461,0.04329549203418204,0.004707645392601133,0.5,15
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.0005957145505860926,-0.004402650496592386,0.98054919581601,0.5,16
sbmd,WEMWB,self,self,with_guess,3.0,225.0,4.6429540799544755,0.04574107178768472,0.0035954462015769808,0.5,16
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.8833684563059278,-0.0005118036673064097,0.3482797792804123,0.5,17
sbmd,WEMWB,self,self,with_guess,3.0,225.0,4.826085134424197,0.047930261492608595,0.0028213541379108215,0.5,17
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.8651216596925245,-0.0005919218322008035,0.3532974565325133,0.5,18
sbmd,WEMWB,self,self,with_guess,3.0,225.0,8.376103068027737,0.08846783186795704,2.6540437088922588e-05,0.5,18
sbmd,WEMWB,self,self,without_guess,1.0,227.0,1.280800670594655,0.0012300669603828585,0.25894434209416833,0.5,19
sbmd,WEMWB,self,self,with_guess,3.0,225.0,13.10815726891664,0.13742379416653883,6.402919596521607e-08,0.5,19
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.5563474873085784,-0.0019496380460939378,0.45650734046992114,0.5,20
sbmd,WEMWB,self,self,with_guess,3.0,225.0,5.954325005379736,0.061199015680144186,0.0006346252708907111,0.5,20
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.46607545575536896,-0.002347271096029946,0.495494309401631,0.5,21
sbmd,WEMWB,self,self,with_guess,3.0,225.0,6.967445047291244,0.07280262357632727,0.00016719671902552677,0.5,21
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.254253763452473,-0.003281550176498671,0.6145847336587495,0.5,22
sbmd,WEMWB,self,self,with_guess,3.0,225.0,2.6164537320625,0.020826173502368484,0.05187342804543491,0.5,22
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.20946777196641503,-0.0034793102408345877,0.6476226383106571,0.5,23
sbmd,WEMWB,self,self,with_guess,3.0,225.0,3.3390784001594236,0.02985838546901587,0.020138540667268865,0.5,23
sbmd,WEMWB,self,self,without_guess,1.0,227.0,2.3688859476293773,0.005968054219620322,0.12516811467399255,0.5,24
sbmd,WEMWB,self,self,with_guess,3.0,225.0,7.463545933749395,0.0783806451755319,8.726176896465659e-05,0.5,24
sbmd,WEMWB,self,self,without_guess,1.0,227.0,1.0229888516352403,0.00010081813132523099,0.3128879582690985,0.5,25
sbmd,WEMWB,self,self,with_guess,3.0,225.0,16.885712691638812,0.17288555779014303,6.293124506070905e-10,0.5,25
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.012141510072702645,-0.00435156676359294,0.9123572198418988,0.5,26
sbmd,WEMWB,self,self,with_guess,3.0,225.0,1.3008788482908047,0.0039433208743117065,0.2749714286036676,0.5,26
sbmd,WEMWB,self,self,without_guess,1.0,227.0,5.9399197938284365,0.02120684079483104,0.015571200139961392,0.5,27
sbmd,WEMWB,self,self,with_guess,3.0,225.0,7.9247984625339445,0.08350696764928067,4.776561412302873e-05,0.5,27
sbmd,WEMWB,self,self,without_guess,1.0,227.0,3.449222466981874,0.010628035281537107,0.06457677677155062,0.5,28
sbmd,WEMWB,self,self,with_guess,3.0,225.0,8.739818871115931,0.09242698366745083,1.6553063716332126e-05,0.5,28
sbmd,WEMWB,self,self,without_guess,1.0,227.0,2.912326716912661,0.008317634570621735,0.08927252294795593,0.5,29
sbmd,WEMWB,self,self,with_guess,3.0,225.0,6.767107202423396,0.07053089438698479,0.0002175310759624195,0.5,29
sbmd,WEMWB,self,self,without_guess,1.0,227.0,1.7016698118576794,0.0030680572312169474,0.1933907658984542,0.5,30
sbmd,WEMWB,self,self,with_guess,3.0,225.0,3.9309233159140264,0.03713276359612894,0.00922418574740834,0.5,30
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.8977315952284418,-0.0004487469184344395,0.3443982204907695,0.5,31
sbmd,WEMWB,self,self,with_guess,3.0,225.0,6.470705859465514,0.06714936125510329,0.0003212660444637149,0.5,31
sbmd,WEMWB,self,self,without_guess,1.0,227.0,2.9626755046520525,0.008534756783225572,0.08656928320975078,0.5,32
sbmd,WEMWB,self,self,with_guess,3.0,225.0,3.710254580871636,0.034433309805737555,0.01234603470073546,0.5,32
sbmd,WEMWB,self,self,without_guess,1.0,227.0,1.297645320268073,0.0013037599220548923,0.2558444518645789,0.5,33
sbmd,WEMWB,self,self,with_guess,3.0,225.0,4.981484543350835,0.04978007805285001,0.0022967620721753004,0.5,33
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.4054848339288314,-0.0026143396079709724,0.5249117875068054,0.5,34
sbmd,WEMWB,self,self,with_guess,3.0,225.0,8.591686595385731,0.09081867951931943,2.0059060439555408e-05,0.5,34
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.3141599013952517,-0.0030171463973129864,0.5756914213843034,0.5,35
sbmd,WEMWB,self,self,with_guess,3.0,225.0,4.369635707940824,0.042454972583472306,0.005162844432768608,0.5,35
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.26663983682482684,-0.0032268711488043778,0.6060974098017408,0.5,36
sbmd,WEMWB,self,self,with_guess,3.0,225.0,0.6228923447580761,-0.0049866864853929105,0.6008751811109991,0.5,36
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.00262123556201977,-0.0043936883151802775,0.9592127656940418,0.5,37
sbmd,WEMWB,self,self,with_guess,3.0,225.0,2.5778010162385088,0.020338305489069453,0.05454695845092127,0.5,37
sbmd,WEMWB,self,self,without_guess,1.0,227.0,1.3549526168677526,0.0015543898338972184,0.2456361258652152,0.5,38
sbmd,WEMWB,self,self,with_guess,3.0,225.0,6.237687206483126,0.06447361300636745,0.0004367035699896642,0.5,38
sbmd,WEMWB,self,self,without_guess,1.0,227.0,7.723935392637638e-06,-0.004405252167571483,0.9977849653729458,0.5,39
sbmd,WEMWB,self,self,with_guess,3.0,225.0,3.59980499022717,0.03307648143084341,0.014283277182344421,0.5,39
sbmd,WEMWB,self,self,without_guess,1.0,227.0,3.733969788999389,0.011849012919508684,0.05456091732950757,0.5,40
sbmd,WEMWB,self,self,with_guess,3.0,225.0,6.690427509257935,0.06965843713589381,0.00024060436284154942,0.5,40
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.6604434904246216,-0.0014915042085019703,0.4172548975787779,0.5,41
sbmd,WEMWB,self,self,with_guess,3.0,225.0,7.989982559300805,0.08422682284944549,4.3873372360548135e-05,0.5,41
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.4430505440547713,-0.002448742463720066,0.506329529546131,0.5,42
sbmd,WEMWB,self,self,with_guess,3.0,225.0,2.8055886649182282,0.023206413522481872,0.04053973067960517,0.5,42
sbmd,WEMWB,self,self,without_guess,1.0,227.0,1.062518493921425,0.00027412875352894606,0.3037384833380561,0.5,43
sbmd,WEMWB,self,self,with_guess,3.0,225.0,5.608867770606021,0.05717569168347292,0.0010015770002364214,0.5,43
sbmd,WEMWB,self,self,without_guess,1.0,227.0,3.1475731194012306,0.0093312872705682,0.0773804202138263,0.5,44
sbmd,WEMWB,self,self,with_guess,3.0,225.0,4.616840484451398,0.04542808358688555,0.0037219231920290344,0.5,44
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.4513664129005329,-0.0024120918495760257,0.502369951872546,0.5,45
sbmd,WEMWB,self,self,with_guess,3.0,225.0,5.015290872543205,0.050181544411794676,0.002196252392949255,0.5,45
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.0013055313009219544,-0.0043995098017679535,0.9712087510879958,0.5,46
sbmd,WEMWB,self,self,with_guess,3.0,225.0,6.121250026387778,0.06313080758397938,0.0005091721786766344,0.5,46
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.2962284335256371,-0.0030962747218665765,0.5867907852817333,0.5,47
sbmd,WEMWB,self,self,with_guess,3.0,225.0,6.523072016640679,0.06774857571011672,0.00029986513221018466,0.5,47
sbmd,WEMWB,self,self,without_guess,1.0,227.0,2.0097804508811072,0.004409333299621676,0.157659114082727,0.5,48
sbmd,WEMWB,self,self,with_guess,3.0,225.0,3.9367801212819833,0.037204204640343574,0.009153052192399222,0.5,48
sbmd,WEMWB,self,self,without_guess,1.0,227.0,1.027474194313182,0.00012048633354488913,0.31183183779723683,0.5,49
sbmd,WEMWB,self,self,with_guess,3.0,225.0,9.470726886685245,0.10028002834696148,6.437025054192359e-06,0.5,49
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.327645198766052,-0.0029576464430716154,0.5676154455773863,0.5,50
sbmd,WEMWB,self,self,with_guess,3.0,225.0,4.868358150855559,0.04843417644255299,0.0026677979167518805,0.5,50
sbmd,WEMWB,self,self,without_guess,1.0,227.0,5.99856442248515,0.021453198370018578,0.015075029939753272,0.5,51
sbmd,WEMWB,self,self,with_guess,3.0,225.0,4.589874357027967,0.04510466169257077,0.0038571990596358696,0.5,51
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.7238366703150749,-0.001212711562051938,0.39578482388720804,0.5,52
sbmd,WEMWB,self,self,with_guess,3.0,225.0,2.568694543637437,0.020223294369804523,0.05519626172608012,0.5,52
sbmd,WEMWB,self,self,without_guess,1.0,227.0,1.3506713337270992,0.0015356702552216106,0.24638121730142568,0.5,53
sbmd,WEMWB,self,self,with_guess,3.0,225.0,5.875663456787019,0.0602859160394047,0.0007040715311028415,0.5,53
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.224062754526413,-0.003414855082103818,0.6364164688688096,0.5,54
sbmd,WEMWB,self,self,with_guess,3.0,225.0,3.320045817063022,0.029622630998992094,0.020649271393013067,0.5,54
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.04995478004189764,-0.004184300414763253,0.8233429879432181,0.5,55
sbmd,WEMWB,self,self,with_guess,3.0,225.0,10.117845562604403,0.10712025783004808,2.803032381734258e-06,0.5,55
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.1926386173651519,-0.0035536423519189064,0.6611469996470347,0.5,56
sbmd,WEMWB,self,self,with_guess,3.0,225.0,6.2187388605491405,0.06425535453720355,0.00044774937270991355,0.5,56
sbmd,WEMWB,self,self,without_guess,1.0,227.0,0.031223219495051743,-0.0042671521862363004,0.8599008590111321,0.5,57
sbmd,WEMWB,self,self,with_guess,3.0,225.0,3.6074986946398457,0.033171119014599015,0.014139046514426674,0.5,57
