study,scale,guesser,respondent,contrast,type,est,se,df,t,p,p_adj,cgr,cgr_trial_id
sbmd,SCS,self,self,PLPLvsACPL,fixGuess,-1.776888,1.540417,225.0,-1.153511,0.2499246,0.6567413,0.5,68
sbmd,SCS,self,self,PLACvsACAC,fixGuess,-0.4654844,1.168482,225.0,-0.3983667,0.6907377,0.9785422,0.5,68
sbmd,SCS,self,self,PLPLvsPLAC,fixCondition,-3.293288,1.437339,225.0,-2.291239,0.02287504,0.1031157,0.5,69
sbmd,SCS,self,self,ACPLvsACAC,fixCondition,-0.6012586,1.329162,225.0,-0.4523591,0.6514461,0.9691167,0.5,69
sbmd,SCS,self,self,PLPLvsACPL,fixGuess,-2.438215,1.559742,225.0,-1.563217,0.1194069,0.4018042,0.5,69
sbmd,SCS,self,self,PLACvsACAC,fixGuess,0.2538139,1.183141,225.0,0.2145255,0.8303316,0.9965037,0.5,69
sbmd,SCS,self,self,PLPLvsPLAC,fixCondition,-4.045385,1.316412,225.0,-3.073038,0.002380429,0.01264506,0.5,70
sbmd,SCS,self,self,ACPLvsACAC,fixCondition,1.114416,1.217336,225.0,0.9154549,0.3609329,0.7966278,0.5,70
sbmd,SCS,self,self,PLPLvsACPL,fixGuess,-4.509153,1.428517,225.0,-3.156529,0.001815013,0.009750753,0.5,70
sbmd,SCS,self,self,PLACvsACAC,fixGuess,0.6506484,1.0836,225.0,0.6004507,0.5488102,0.9318294,0.5,70
sbmd,SCS,self,self,PLPLvsPLAC,fixCondition,-4.062548,1.412015,225.0,-2.877128,0.004399168,0.02266742,0.5,71
sbmd,SCS,self,self,ACPLvsACAC,fixCondition,-1.677918,1.305744,225.0,-1.285028,0.2001036,0.5734155,0.5,71
sbmd,SCS,self,self,PLPLvsACPL,fixGuess,-0.8089245,1.532261,225.0,-0.5279288,0.598069,0.9522441,0.5,71
sbmd,SCS,self,self,PLACvsACAC,fixGuess,1.575706,1.162295,225.0,1.355685,0.1765587,0.5285343,0.5,71
sbmd,SCS,self,self,PLPLvsPLAC,fixCondition,-2.761632,1.306618,225.0,-2.113572,0.03565317,0.1519037,0.5,72
sbmd,SCS,self,self,ACPLvsACAC,fixCondition,0.6510297,1.20828,225.0,0.5388072,0.5905526,0.9494487,0.5,72
sbmd,SCS,self,self,PLPLvsACPL,fixGuess,-1.203661,1.417889,225.0,-0.848911,0.3968331,0.8309327,0.5,72
sbmd,SCS,self,self,PLACvsACAC,fixGuess,2.209001,1.075538,225.0,2.053856,0.04114565,0.1716743,0.5,72
sbmd,SCS,self,self,PLPLvsPLAC,fixCondition,-3.199847,1.407901,225.0,-2.272779,0.02398375,0.1075239,0.5,73
sbmd,SCS,self,self,ACPLvsACAC,fixCondition,-3.787757,1.301939,225.0,-2.90932,0.003985447,0.02064731,0.5,73
sbmd,SCS,self,self,PLPLvsACPL,fixGuess,0.8798627,1.527796,225.0,0.5759032,0.5652562,0.9392092,0.5,73
sbmd,SCS,self,self,PLACvsACAC,fixGuess,0.2919527,1.158909,225.0,0.2519204,0.8013326,0.9943754,0.5,73
sbmd,SCS,self,self,PLPLvsPLAC,fixCondition,-2.599161,1.21942,225.0,-2.131473,0.03413459,0.1463197,0.5,74
sbmd,SCS,self,self,ACPLvsACAC,fixCondition,-2.09897,1.127644,225.0,-1.861377,0.06399516,0.2477666,0.5,74
sbmd,SCS,self,self,PLPLvsACPL,fixGuess,0.9805492,1.323265,225.0,0.7410076,0.4594615,0.8804022,0.5,74
sbmd,SCS,self,self,PLACvsACAC,fixGuess,1.48074,1.003761,225.0,1.475191,0.1415591,0.4542102,0.5,74
sbmd,SCS,self,self,PLPLvsPLAC,fixCondition,-2.506484,1.306017,225.0,-1.919181,0.05622653,0.2229067,0.5,75
sbmd,SCS,self,self,ACPLvsACAC,fixCondition,-2.670481,1.207724,225.0,-2.211168,0.02803063,0.1233146,0.5,75
sbmd,SCS,self,self,PLPLvsACPL,fixGuess,-0.01372998,1.417237,225.0,-0.009687851,0.9922789,0.9999997,0.5,75
sbmd,SCS,self,self,PLACvsACAC,fixGuess,-0.1777269,1.075044,225.0,-0.1653207,0.86884,0.9983885,0.5,75
sbmd,SCS,self,self,PLPLvsPLAC,fixCondition,-2.164378,1.450887,225.0,-1.491762,0.1371622,0.4441625,0.5,76
sbmd,SCS,self,self,ACPLvsACAC,fixCondition,-3.315789,1.34169,225.0,-2.471353,0.01420237,0.06723335,0.5,76
sbmd,SCS,self,self,PLPLvsACPL,fixGuess,-0.7368421,1.574443,225.0,-0.4680018,0.6402363,0.965984,0.5,76
sbmd,SCS,self,self,PLACvsACAC,fixGuess,-1.888253,1.194292,225.0,-1.581064,0.115268,0.3914978,0.5,76
sbmd,SCS,self,self,PLPLvsPLAC,fixCondition,-3.395118,1.317069,225.0,-2.577784,0.01058177,0.05138338,0.5,77
sbmd,SCS,self,self,ACPLvsACAC,fixCondition,-0.04176201,1.217943,225.0,-0.03428896,0.9726771,0.9999855,0.5,77
sbmd,SCS,self,self,PLPLvsACPL,fixGuess,-0.8661327,1.429229,225.0,-0.606014,0.5451163,0.93009,0.5,77
sbmd,SCS,self,self,PLACvsACAC,fixGuess,2.487223,1.08414,225.0,2.29419,0.02270203,0.1024245,0.5,77
sbmd,SCS,self,self,PLPLvsPLAC,fixCondition,-3.102212,1.485268,225.0,-2.088654,0.03786338,0.159938,0.5,78
sbmd,SCS,self,self,ACPLvsACAC,fixCondition,-1.7254,1.373484,225.0,-1.256222,0.2103383,0.5917658,0.5,78
sbmd,SCS,self,self,PLPLvsACPL,fixGuess,0.3832952,1.611752,225.0,0.2378127,0.8122428,0.995256,0.5,78
sbmd,SCS,self,self,PLACvsACAC,fixGuess,1.760107,1.222593,225.0,1.43965,0.1513562,0.4760037,0.5,78
sbmd,SCS,self,self,PLPLvsPLAC,fixCondition,-3.222349,1.409169,225.0,-2.286702,0.02314326,0.1041855,0.5,79
sbmd,SCS,self,self,ACPLvsACAC,fixCondition,-0.7414188,1.303112,225.0,-0.5689603,0.5699506,0.9412091,0.5,79
sbmd,SCS,self,self,PLPLvsACPL,fixGuess,-1.258581,1.529172,225.0,-0.8230475,0.4113524,0.8435196,0.5,79
sbmd,SCS,self,self,PLACvsACAC,fixGuess,1.222349,1.159952,225.0,1.053793,0.2931081,0.717901,0.5,79
sbmd,SCS,self,self,PLPLvsPLAC,fixCondition,-4.468345,1.3413,225.0,-3.331354,0.001010106,0.005539839,0.5,80
sbmd,SCS,self,self,ACPLvsACAC,fixCondition,0.3112128,1.240351,225.0,0.2509071,0.8021149,0.9944419,0.5,80
sbmd,SCS,self,self,PLPLvsACPL,fixGuess,-3.048055,1.455524,225.0,-2.094129,0.03736796,0.1581465,0.5,80
sbmd,SCS,self,self,PLACvsACAC,fixGuess,1.731503,1.104086,225.0,1.568267,0.118224,0.398876,0.5,80
sbmd,SCS,self,self,PLPLvsPLAC,fixCondition,-1.888635,1.368419,225.0,-1.380158,0.1689079,0.5131015,0.5,81
sbmd,SCS,self,self,ACPLvsACAC,fixCondition,-1.342105,1.265429,225.0,-1.060593,0.2900121,0.7138239,0.5,81
sbmd,SCS,self,self,PLPLvsACPL,fixGuess,-0.5263158,1.484953,225.0,-0.3544327,0.7233466,0.9846987,0.5,81
sbmd,SCS,self,self,PLACvsACAC,fixGuess,0.02021358,1.12641,225.0,0.01794514,0.9856985,0.9999979,0.5,81
sbmd,SCS,self,self,PLPLvsPLAC,fixCondition,-0.9816934,1.338443,225.0,-0.733459,0.464042,0.8835513,0.5,82
sbmd,SCS,self,self,ACPLvsACAC,fixCondition,0.180778,1.237709,225.0,0.1460586,0.8840059,0.9988862,0.5,82
sbmd,SCS,self,self,PLPLvsACPL,fixGuess,0.2139588,1.452424,225.0,0.1473115,0.883018,0.9988574,0.5,82
sbmd,SCS,self,self,PLACvsACAC,fixGuess,1.37643,1.101735,225.0,1.24933,0.2128426,0.5961542,0.5,82
sbmd,SCS,self,self,PLPLvsPLAC,fixCondition,-2.035469,1.382255,225.0,-1.472571,0.1422642,0.455806,0.5,83
sbmd,SCS,self,self,ACPLvsACAC,fixCondition,-1.618993,1.278224,225.0,-1.266596,0.2066095,0.5851583,0.5,83
sbmd,SCS,self,self,PLPLvsACPL,fixGuess,-0.6441648,1.499967,225.0,-0.4294526,0.6680048,0.9733745,0.5,83
sbmd,SCS,self,self,PLACvsACAC,fixGuess,-0.2276888,1.137799,225.0,-0.2001134,0.8415726,0.9971557,0.5,83
sbmd,SCS,self,self,PLPLvsPLAC,fixCondition,-0.122807,1.48705,225.0,-0.0825843,0.9342555,0.9997976,0.5,84
sbmd,SCS,self,self,ACPLvsACAC,fixCondition,-3.648741,1.375132,225.0,-2.653376,0.008537296,0.04214971,0.5,84
sbmd,SCS,self,self,PLPLvsACPL,fixGuess,1.754005,1.613686,225.0,1.086955,0.2782196,0.6978725,0.5,84
sbmd,SCS,self,self,PLACvsACAC,fixGuess,-1.77193,1.22406,225.0,-1.447584,0.1491254,0.4711119,0.5,84
sbmd,SCS,self,self,PLPLvsPLAC,fixCondition,-3.231884,1.45311,225.0,-2.224116,0.02713413,0.1198556,0.5,85
sbmd,SCS,self,self,ACPLvsACAC,fixCondition,-1.249428,1.343746,225.0,-0.9298099,0.353466,0.7888905,0.5,85
sbmd,SCS,self,self,PLPLvsACPL,fixGuess,-2.434783,1.576855,225.0,-1.544075,0.1239754,0.4129858,0.5,85
sbmd,SCS,self,self,PLACvsACAC,fixGuess,-0.4523265,1.196122,225.0,-0.3781608,0.7056677,0.9815362,0.5,85
sbmd,SCS,self,self,PLPLvsPLAC,fixCondition,-2.572082,1.364994,225.0,-1.884318,0.06081132,0.2376941,0.5,86
sbmd,SCS,self,self,ACPLvsACAC,fixCondition,-3.262586,1.262262,225.0,-2.584714,0.01037757,0.05047104,0.5,86
sbmd,SCS,self,self,PLPLvsACPL,fixGuess,1.275744,1.481236,225.0,0.8612699,0.3900063,0.8247654,0.5,86
sbmd,SCS,self,self,PLACvsACAC,fixGuess,0.5852403,1.12359,225.0,0.5208663,0.6029721,0.9540089,0.5,86
sbmd,SCS,self,self,PLPLvsPLAC,fixCondition,-4.463768,1.521702,225.0,-2.933404,0.003699518,0.01924179,0.5,87
sbmd,SCS,self,self,ACPLvsACAC,fixCondition,-2.20595,1.407176,225.0,-1.567643,0.1183697,0.3992374,0.5,87
sbmd,SCS,self,self,PLPLvsACPL,fixGuess,-0.4782609,1.651289,225.0,-0.2896288,0.7723669,0.9915184,0.5,87
sbmd,SCS,self,self,PLACvsACAC,fixGuess,1.779558,1.252584,225.0,1.420709,0.1567856,0.4877395,0.5,87
sbmd,SCS,self,self,PLPLvsPLAC,fixCondition,-2.591152,1.442418,225.0,-1.796394,0.07377327,0.2777553,0.5,88
sbmd,SCS,self,self,ACPLvsACAC,fixCondition,-0.2477117,1.333859,225.0,-0.1857105,0.8528391,0.9977219,0.5,88
sbmd,SCS,self,self,PLPLvsACPL,fixGuess,-2.55492,1.565253,225.0,-1.632272,0.1040208,0.3626062,0.5,88
sbmd,SCS,self,self,PLACvsACAC,fixGuess,-0.2114798,1.187322,225.0,-0.178115,0.8587929,0.997988,0.5,88
sbmd,SCS,self,self,PLPLvsPLAC,fixCondition,-0.3135011,1.37455,225.0,-0.2280755,0.8197947,0.995808,0.5,89
sbmd,SCS,self,self,ACPLvsACAC,fixCondition,-0.6264302,1.271098,225.0,-0.4928259,0.6226162,0.9606302,0.5,89
sbmd,SCS,self,self,PLPLvsACPL,fixGuess,-0.4656751,1.491605,225.0,-0.3121973,0.7551797,0.9894314,0.5,89
sbmd,SCS,self,self,PLACvsACAC,fixGuess,-0.7786041,1.131456,225.0,-0.6881437,0.4920712,0.9015497,0.5,89
sbmd,SCS,self,self,PLPLvsPLAC,fixCondition,-1.377574,1.440009,225.0,-0.956643,0.3397742,0.7741334,0.5,90
sbmd,SCS,self,self,ACPLvsACAC,fixCondition,-0.3552632,1.331631,225.0,-0.266788,0.7898767,0.993339,0.5,90
sbmd,SCS,self,self,PLPLvsACPL,fixGuess,-0.9210526,1.562639,225.0,-0.5894214,0.55617,0.9352048,0.5,90
sbmd,SCS,self,self,PLACvsACAC,fixGuess,0.1012586,1.185338,225.0,0.0854259,0.9319988,0.999776,0.5,90
sbmd,SCS,self,self,PLPLvsPLAC,fixCondition,-3.252098,1.470973,225.0,-2.210849,0.02805308,0.123401,0.5,91
sbmd,SCS,self,self,ACPLvsACAC,fixCondition,-2.704233,1.360264,225.0,-1.988021,0.04802151,0.195554,0.5,91
sbmd,SCS,self,self,PLPLvsACPL,fixGuess,-0.4405034,1.596239,225.0,-0.2759633,0.7828295,0.9926417,0.5,91
sbmd,SCS,self,self,PLACvsACAC,fixGuess,0.1073608,1.210826,225.0,0.08866741,0.9294251,0.9997495,0.5,91
sbmd,SCS,self,self,PLPLvsPLAC,fixCondition,-2.545385,1.360278,225.0,-1.871224,0.06261197,0.24341,0.5,92
sbmd,SCS,self,self,ACPLvsACAC,fixCondition,-0.5566362,1.257901,225.0,-0.4425119,0.6585439,0.9709946,0.5,92
sbmd,SCS,self,self,PLPLvsACPL,fixGuess,-2.009153,1.476118,225.0,-1.361106,0.1748419,0.5251089,0.5,92
sbmd,SCS,self,self,PLACvsACAC,fixGuess,-0.02040427,1.119708,225.0,-0.01822284,0.9854772,0.9999978,0.5,92
sbmd,SCS,self,self,PLPLvsPLAC,fixCondition,-2.533944,1.348149,225.0,-1.879572,0.0614588,0.2397553,0.5,93
sbmd,SCS,self,self,ACPLvsACAC,fixCondition,-3.625858,1.246684,225.0,-2.908401,0.003996743,0.02070268,0.5,93
sbmd,SCS,self,self,PLPLvsACPL,fixGuess,1.915332,1.462956,225.0,1.30922,0.1917951,0.5580134,0.5,93
sbmd,SCS,self,self,PLACvsACAC,fixGuess,0.8234172,1.109724,225.0,0.7420018,0.4588601,0.8799843,0.5,93
sbmd,SCS,self,self,PLPLvsPLAC,fixCondition,-0.8951182,1.347847,225.0,-0.6641095,0.5073002,0.9104525,0.5,94
sbmd,SCS,self,self,ACPLvsACAC,fixCondition,-1.931922,1.246406,225.0,-1.549995,0.1225482,0.4095142,0.5,94
sbmd,SCS,self,self,PLPLvsACPL,fixGuess,3.155606,1.462629,225.0,2.15749,0.03202688,0.1384799,0.5,94
sbmd,SCS,self,self,PLACvsACAC,fixGuess,2.118802,1.109476,225.0,1.909733,0.05743943,0.226852,0.5,94
sbmd,SCS,self,self,PLPLvsPLAC,fixCondition,-3.498856,1.389462,225.0,-2.518137,0.01249346,0.05982627,0.5,95
sbmd,SCS,self,self,ACPLvsACAC,fixCondition,-1.265446,1.284888,225.0,-0.9848689,0.3257463,0.758222,0.5,95
sbmd,SCS,self,self,PLPLvsACPL,fixGuess,-2.629291,1.507787,225.0,-1.743808,0.0825584,0.3035661,0.5,95
sbmd,SCS,self,self,PLACvsACAC,fixGuess,-0.395881,1.143731,225.0,-0.3461313,0.7295674,0.9857176,0.5,95
sbmd,CPS,self,self,PLPLvsPLAC,fixCondition,0.296875,0.1913595,183.0,1.551399,0.1225338,0.4091349,0.5,0
sbmd,CPS,self,self,ACPLvsACAC,fixCondition,-0.1888889,0.2362193,183.0,-0.7996334,0.4249599,0.8545098,0.5,0
sbmd,CPS,self,self,PLPLvsACPL,fixGuess,0.3357639,0.1949704,183.0,1.722127,0.08673605,0.315175,0.5,0
sbmd,CPS,self,self,PLACvsACAC,fixGuess,-0.15,0.2332479,183.0,-0.6430926,0.520969,0.9178388,0.5,0
sbmd,CPS,self,self,PLPLvsPLAC,fixCondition,0.1302083,0.2249093,183.0,0.578937,0.5633436,0.9382982,0.5,1
sbmd,CPS,self,self,ACPLvsACAC,fixCondition,0.2888889,0.2776341,183.0,1.040538,0.2994627,0.7258541,0.5,1
sbmd,CPS,self,self,PLPLvsACPL,fixGuess,-0.1086806,0.2291533,183.0,-0.4742701,0.6358727,0.9646584,0.5,1
sbmd,CPS,self,self,PLACvsACAC,fixGuess,0.05,0.2741417,183.0,0.1823874,0.8554806,0.9978394,0.5,1
sbmd,CPS,self,self,PLPLvsPLAC,fixCondition,0.01041667,0.2232158,183.0,0.04666636,0.96283,0.9999634,0.5,2
sbmd,CPS,self,self,ACPLvsACAC,fixCondition,-0.2888889,0.2755435,183.0,-1.048433,0.2958219,0.7211603,0.5,2
sbmd,CPS,self,self,PLPLvsACPL,fixGuess,0.2618056,0.2274278,183.0,1.151159,0.2511686,0.6583274,0.5,2
sbmd,CPS,self,self,PLACvsACAC,fixGuess,-0.0375,0.2720774,183.0,-0.1378284,0.8905276,0.9990625,0.5,2
sbmd,CPS,self,self,PLPLvsPLAC,fixCondition,-0.2708333,0.2083352,183.0,-1.299988,0.19524,0.5641136,0.5,3
sbmd,CPS,self,self,ACPLvsACAC,fixCondition,-0.5111111,0.2571746,183.0,-1.987409,0.04836868,0.1964968,0.5,3
sbmd,CPS,self,self,PLPLvsACPL,fixGuess,0.1236111,0.2122664,183.0,0.5823394,0.5610549,0.9372957,0.5,3
sbmd,CPS,self,self,PLACvsACAC,fixGuess,-0.1166667,0.2539396,183.0,-0.4594269,0.6464729,0.967707,0.5,3
sbmd,CPS,self,self,PLPLvsPLAC,fixCondition,0.5885417,0.2405948,183.0,2.446195,0.01538272,0.07217098,0.5,4
sbmd,CPS,self,self,ACPLvsACAC,fixCondition,-0.1111111,0.2969966,183.0,-0.3741158,0.7087513,0.9820911,0.5,4
sbmd,CPS,self,self,PLPLvsACPL,fixGuess,0.4163194,0.2451347,183.0,1.698329,0.09114519,0.3275199,0.5,4
sbmd,CPS,self,self,PLACvsACAC,fixGuess,-0.2833333,0.2932607,183.0,-0.9661485,0.335245,0.7688395,0.5,4
sbmd,CPS,self,self,PLPLvsPLAC,fixCondition,0.2760417,0.2154237,183.0,1.281389,0.2016782,0.5759436,0.5,5
sbmd,CPS,self,self,ACPLvsACAC,fixCondition,0.4666667,0.2659248,183.0,1.754882,0.08095301,0.2986191,0.5,5
sbmd,CPS,self,self,PLPLvsACPL,fixGuess,-0.2197917,0.2194887,183.0,-1.00138,0.3179652,0.7487779,0.5,5
sbmd,CPS,self,self,PLACvsACAC,fixGuess,-0.02916667,0.2625797,183.0,-0.1110774,0.9116767,0.9995081,0.5,5
sbmd,CPS,self,self,PLPLvsPLAC,fixCondition,0.21875,0.2355366,183.0,0.9287304,0.3542522,0.7894852,0.5,6
sbmd,CPS,self,self,ACPLvsACAC,fixCondition,-0.3111111,0.2907527,183.0,-1.07002,0.2860197,0.7082135,0.5,6
sbmd,CPS,self,self,PLPLvsACPL,fixGuess,0.1381944,0.2399811,183.0,0.5758556,0.5654203,0.9391982,0.5,6
sbmd,CPS,self,self,PLACvsACAC,fixGuess,-0.3916667,0.2870953,183.0,-1.364239,0.1741677,0.5234092,0.5,6
sbmd,CPS,self,self,PLPLvsPLAC,fixCondition,0.0625,0.2220226,183.0,0.2815029,0.7786427,0.9921935,0.5,7
sbmd,CPS,self,self,ACPLvsACAC,fixCondition,-0.07777778,0.2740706,183.0,-0.2837874,0.7768941,0.9920058,0.5,7
sbmd,CPS,self,self,PLPLvsACPL,fixGuess,0.04027778,0.226212,183.0,0.1780532,0.8588781,0.9979887,0.5,7
sbmd,CPS,self,self,PLACvsACAC,fixGuess,-0.1,0.270623,183.0,-0.3695177,0.7121691,0.9827211,0.5,7
sbmd,CPS,self,self,PLPLvsPLAC,fixCondition,0.3072917,0.2141768,183.0,1.434757,0.153063,0.4793679,0.5,8
sbmd,CPS,self,self,ACPLvsACAC,fixCondition,0.1444444,0.2643855,183.0,0.5463402,0.5854976,0.9474348,0.5,8
sbmd,CPS,self,self,PLPLvsACPL,fixGuess,0.09201389,0.2182182,183.0,0.42166,0.6737681,0.9747209,0.5,8
sbmd,CPS,self,self,PLACvsACAC,fixGuess,-0.07083333,0.2610598,183.0,-0.2713299,0.7864431,0.9929947,0.5,8
sbmd,CPS,self,self,PLPLvsPLAC,fixCondition,0.2552083,0.222567,183.0,1.146659,0.2530198,0.6611359,0.5,9
sbmd,CPS,self,self,ACPLvsACAC,fixCondition,0.3,0.2747426,183.0,1.091931,0.2762989,0.6949173,0.5,9
sbmd,CPS,self,self,PLPLvsACPL,fixGuess,-0.2114583,0.2267667,183.0,-0.9324928,0.3523106,0.7874422,0.5,9
sbmd,CPS,self,self,PLACvsACAC,fixGuess,-0.1666667,0.2712866,183.0,-0.6143564,0.5397429,0.9274088,0.5,9
sbmd,CPS,self,self,PLPLvsPLAC,fixCondition,0.2135417,0.2213021,183.0,0.9649328,0.3358519,0.7695213,0.5,10
sbmd,CPS,self,self,ACPLvsACAC,fixCondition,-0.04444444,0.2731813,183.0,-0.1626921,0.8709403,0.9984625,0.5,10
sbmd,CPS,self,self,PLPLvsACPL,fixGuess,0.02048611,0.225478,183.0,0.09085636,0.9277061,0.9997304,0.5,10
sbmd,CPS,self,self,PLACvsACAC,fixGuess,-0.2375,0.2697449,183.0,-0.8804615,0.3797642,0.8149954,0.5,10
sbmd,CPS,self,self,PLPLvsPLAC,fixCondition,-0.005208333,0.2276995,183.0,-0.02287371,0.9817759,0.9999957,0.5,11
sbmd,CPS,self,self,ACPLvsACAC,fixCondition,0.06666667,0.2810784,183.0,0.2371817,0.8127811,0.9952899,0.5,11
sbmd,CPS,self,self,PLPLvsACPL,fixGuess,0.2197917,0.2319961,183.0,0.9473937,0.3446876,0.7792772,0.5,11
sbmd,CPS,self,self,PLACvsACAC,fixGuess,0.2916667,0.2775427,183.0,1.050889,0.2946951,0.7196951,0.5,11
sbmd,CPS,self,self,PLPLvsPLAC,fixCondition,0.234375,0.2136101,183.0,1.097209,0.2739916,0.6916929,0.5,12
sbmd,CPS,self,self,ACPLvsACAC,fixCondition,0.4444444,0.2636861,183.0,1.685506,0.09359538,0.3342796,0.5,12
sbmd,CPS,self,self,PLPLvsACPL,fixGuess,-0.07256944,0.2176409,183.0,-0.3334366,0.7391864,0.9871825,0.5,12
sbmd,CPS,self,self,PLACvsACAC,fixGuess,0.1375,0.2603692,183.0,0.5280964,0.5980722,0.9521797,0.5,12
sbmd,CPS,self,self,PLPLvsPLAC,fixCondition,0.078125,0.22711,183.0,0.3439963,0.731244,0.9859637,0.5,13
sbmd,CPS,self,self,ACPLvsACAC,fixCondition,-0.2333333,0.2803507,183.0,-0.832291,0.4063295,0.8390574,0.5,13
sbmd,CPS,self,self,PLPLvsACPL,fixGuess,-0.05104167,0.2313955,183.0,-0.220582,0.8256639,0.9962003,0.5,13
sbmd,CPS,self,self,PLACvsACAC,fixGuess,-0.3625,0.2768241,183.0,-1.309496,0.1920081,0.5580708,0.5,13
sbmd,CPS,self,self,PLPLvsPLAC,fixCondition,-0.234375,0.2205475,183.0,-1.062696,0.2893201,0.7126236,0.5,14
sbmd,CPS,self,self,ACPLvsACAC,fixCondition,5.551115e-17,0.2722498,183.0,2.038979e-16,1.0,1.0,0.5,14
sbmd,CPS,self,self,PLPLvsACPL,fixGuess,-0.04270833,0.2247091,183.0,-0.1900605,0.8494724,0.9975578,0.5,14
sbmd,CPS,self,self,PLACvsACAC,fixGuess,0.1916667,0.2688251,183.0,0.7129791,0.4767669,0.8918531,0.5,14
sbmd,CPS,self,self,PLPLvsPLAC,fixCondition,0.3385417,0.1999995,183.0,1.692713,0.09221185,0.3304714,0.5,15
sbmd,CPS,self,self,ACPLvsACAC,fixCondition,-0.4,0.2468847,183.0,-1.62019,0.1069135,0.369829,0.5,15
sbmd,CPS,self,self,PLPLvsACPL,fixGuess,0.246875,0.2037734,183.0,1.211518,0.2272592,0.6203399,0.5,15
sbmd,CPS,self,self,PLACvsACAC,fixGuess,-0.4916667,0.2437791,183.0,-2.016853,0.04517241,0.1855412,0.5,15
sbmd,CPS,self,self,PLPLvsPLAC,fixCondition,-0.1927083,0.2560915,183.0,-0.7524979,0.4527186,0.8755034,0.5,16
sbmd,CPS,self,self,ACPLvsACAC,fixCondition,-0.3666667,0.3161262,183.0,-1.159874,0.2476111,0.6528779,0.5,16
sbmd,CPS,self,self,PLPLvsACPL,fixGuess,-0.1052083,0.2609239,183.0,-0.4032147,0.687261,0.9777687,0.5,16
sbmd,CPS,self,self,PLACvsACAC,fixGuess,-0.2791667,0.3121497,183.0,-0.894336,0.3723169,0.8078,0.5,16
sbmd,CPS,self,self,PLPLvsPLAC,fixCondition,0.3645833,0.2257304,183.0,1.615127,0.108006,0.3726593,0.5,17
sbmd,CPS,self,self,ACPLvsACAC,fixCondition,0.08888889,0.2786477,183.0,0.319001,0.7500896,0.9887362,0.5,17
sbmd,CPS,self,self,PLPLvsACPL,fixGuess,0.1965278,0.2299899,183.0,0.8545062,0.3939418,0.8281426,0.5,17
sbmd,CPS,self,self,PLACvsACAC,fixGuess,-0.07916667,0.2751426,183.0,-0.2877296,0.7738793,0.9916751,0.5,17
sbmd,CPS,self,self,PLPLvsPLAC,fixCondition,0.1614583,0.2028076,183.0,0.7961156,0.4269964,0.8561309,0.5,18
sbmd,CPS,self,self,ACPLvsACAC,fixCondition,0.4777778,0.2503512,183.0,1.90843,0.0579009,0.2280834,0.5,18
sbmd,CPS,self,self,PLPLvsACPL,fixGuess,-0.2913194,0.2066345,183.0,-1.409829,0.1602873,0.4948326,0.5,18
sbmd,CPS,self,self,PLACvsACAC,fixGuess,0.025,0.247202,183.0,0.1011319,0.9195565,0.9996284,0.5,18
sbmd,CPS,self,self,PLPLvsPLAC,fixCondition,0.3229167,0.2374461,183.0,1.359958,0.1755163,0.5261089,0.5,19
sbmd,CPS,self,self,ACPLvsACAC,fixCondition,0.1444444,0.2931098,183.0,0.4927998,0.6227448,0.9606165,0.5,19
sbmd,CPS,self,self,PLPLvsACPL,fixGuess,0.05347222,0.2419266,183.0,0.2210266,0.8253181,0.9961775,0.5,19
sbmd,CPS,self,self,PLACvsACAC,fixGuess,-0.125,0.2894227,183.0,-0.4318942,0.6663268,0.9729241,0.5,19
sbmd,CPS,self,self,PLPLvsPLAC,fixCondition,0.4427083,0.2231065,183.0,1.984291,0.04871806,0.1976828,0.5,20
sbmd,CPS,self,self,ACPLvsACAC,fixCondition,-0.1777778,0.2754087,183.0,-0.6455054,0.5194082,0.9170054,0.5,20
sbmd,CPS,self,self,PLPLvsACPL,fixGuess,-0.04201389,0.2273164,183.0,-0.1848256,0.8535705,0.9977524,0.5,20
sbmd,CPS,self,self,PLACvsACAC,fixGuess,-0.6625,0.2719443,183.0,-2.436161,0.01580193,0.07394697,0.5,20
sbmd,CPS,self,self,PLPLvsPLAC,fixCondition,0.01041667,0.2274687,183.0,0.04579385,0.9635245,0.9999654,0.5,21
sbmd,CPS,self,self,ACPLvsACAC,fixCondition,-0.1444444,0.2807934,183.0,-0.5144153,0.6075823,0.9555656,0.5,21
sbmd,CPS,self,self,PLPLvsACPL,fixGuess,-0.1118056,0.2317609,183.0,-0.4824176,0.6300858,0.9629137,0.5,21
sbmd,CPS,self,self,PLACvsACAC,fixGuess,-0.2666667,0.2772613,183.0,-0.9617883,0.3374251,0.7712816,0.5,21
sbmd,CPS,self,self,PLPLvsPLAC,fixCondition,-0.09375,0.2325573,183.0,-0.4031264,0.6873258,0.9777827,0.5,22
sbmd,CPS,self,self,ACPLvsACAC,fixCondition,-0.2777778,0.287075,183.0,-0.967614,0.3345142,0.7680165,0.5,22
sbmd,CPS,self,self,PLPLvsACPL,fixGuess,0.1590278,0.2369456,183.0,0.6711574,0.5029665,0.9078613,0.5,22
sbmd,CPS,self,self,PLACvsACAC,fixGuess,-0.025,0.2834638,183.0,-0.08819467,0.9298184,0.9997533,0.5,22
sbmd,CPS,self,self,PLPLvsPLAC,fixCondition,0.265625,0.2172304,183.0,1.22278,0.2229853,0.613202,0.5,23
