study,scale,guesser,respondent,contrast,type,est,se,df,t,p,p_adj,cgr,cgr_trial_id
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-5.077583,2.915525,229.0,-1.741567,0.082927,0.3046505,0.5,33
sbmd,creativity,self,self,PLACvsACAC,fixGuess,-3.556265,3.653661,229.0,-0.9733429,0.3314099,0.7647636,0.5,33
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-18.8725,3.153737,229.0,-5.984169,8.314636e-09,4.97752e-08,0.5,34
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-16.09721,3.730688,229.0,-4.31481,2.376824e-05,0.000139016,0.5,34
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-6.692732,3.04697,229.0,-2.19652,0.02905782,0.1272649,0.5,34
sbmd,creativity,self,self,PLACvsACAC,fixGuess,-3.917445,3.818385,229.0,-1.025943,0.306001,0.7344205,0.5,34
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-15.63268,3.14753,229.0,-4.966651,1.331826e-06,7.909244e-06,0.5,35
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-14.03313,3.723344,229.0,-3.768958,0.0002086012,0.001187932,0.5,35
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-1.470804,3.040972,229.0,-0.4836625,0.6290875,0.962663,0.5,35
sbmd,creativity,self,self,PLACvsACAC,fixGuess,0.1287469,3.810869,229.0,0.03378414,0.9730787,0.9999861,0.5,35
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-20.46766,3.032416,229.0,-6.749623,1.202992e-10,7.213501e-10,0.5,36
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-11.42938,3.587172,229.0,-3.186182,0.001642415,0.008858675,0.5,36
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-6.030421,2.929756,229.0,-2.058335,0.04068979,0.1700743,0.5,36
sbmd,creativity,self,self,PLACvsACAC,fixGuess,3.007862,3.671495,229.0,0.8192472,0.4134972,0.8453331,0.5,36
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-16.57699,2.743691,229.0,-6.041857,6.114247e-09,3.660969e-08,0.5,37
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-8.699651,3.245626,229.0,-2.680423,0.007887351,0.03916998,0.5,37
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-3.32156,2.650805,229.0,-1.253038,0.2114698,0.5937789,0.5,37
sbmd,creativity,self,self,PLACvsACAC,fixGuess,4.555774,3.321921,229.0,1.371427,0.171584,0.5185757,0.5,37
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-17.07848,2.939978,229.0,-5.80905,2.087973e-08,1.24909e-07,0.5,38
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-11.40933,3.477823,229.0,-3.280595,0.001197494,0.006532099,0.5,38
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-4.004287,2.840448,229.0,-1.409738,0.1599737,0.4945472,0.5,38
sbmd,creativity,self,self,PLACvsACAC,fixGuess,1.664865,3.559577,229.0,0.4677143,0.6404337,0.9660446,0.5,38
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-17.75834,2.696081,229.0,-6.586724,3.046175e-10,1.826133e-09,0.5,39
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-12.30209,3.189307,229.0,-3.857293,0.0001490599,0.0008536003,0.5,39
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-4.190894,2.604808,229.0,-1.608907,0.1090143,0.3756221,0.5,39
sbmd,creativity,self,self,PLACvsACAC,fixGuess,1.265356,3.264278,229.0,0.3876374,0.6986445,0.980168,0.5,39
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-21.28654,2.997419,229.0,-7.101622,1.540048e-11,9.241696e-11,0.5,40
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-14.38928,3.545772,229.0,-4.05815,6.788623e-05,0.0003929414,0.5,40
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-5.484483,2.895944,229.0,-1.89385,0.05950532,0.2335368,0.5,40
sbmd,creativity,self,self,PLACvsACAC,fixGuess,1.412776,3.629123,229.0,0.3892887,0.6974244,0.9799231,0.5,40
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-17.7351,3.117868,229.0,-5.688213,3.898119e-08,2.330592e-07,0.5,41
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-9.479512,3.688256,229.0,-2.570188,0.01079831,0.05235464,0.5,41
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-3.608412,3.012315,229.0,-1.197887,0.2321996,0.6288042,0.5,41
sbmd,creativity,self,self,PLACvsACAC,fixGuess,4.647174,3.774956,229.0,1.231054,0.2195656,0.6077674,0.5,41
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-20.52589,2.86994,229.0,-7.152029,1.141394e-11,6.850887e-11,0.5,42
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-16.02049,3.394972,229.0,-4.718887,4.127556e-06,2.440598e-05,0.5,42
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-6.043487,2.77278,229.0,-2.179577,0.03030841,0.1320216,0.5,42
sbmd,creativity,self,self,PLACvsACAC,fixGuess,-1.538084,3.474777,229.0,-0.4426423,0.6584423,0.9709714,0.5,42
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-19.04396,2.976658,229.0,-6.397765,8.787048e-10,5.265992e-09,0.5,43
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-19.11247,3.521213,229.0,-5.427807,1.450365e-07,8.656723e-07,0.5,43
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-6.414047,2.875886,229.0,-2.230286,0.02669842,0.118179,0.5,43
sbmd,creativity,self,self,PLACvsACAC,fixGuess,-6.482555,3.603986,229.0,-1.798718,0.07338006,0.2765982,0.5,43
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-19.16387,3.169562,229.0,-6.046219,5.973267e-09,3.576605e-08,0.5,44
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-9.822145,3.749407,229.0,-2.619653,0.009390281,0.04603492,0.5,44
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-6.387913,3.062259,229.0,-2.086013,0.03808462,0.1607521,0.5,44
sbmd,creativity,self,self,PLACvsACAC,fixGuess,2.953808,3.837545,229.0,0.7697131,0.4422633,0.8680445,0.5,44
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-13.13418,2.87925,229.0,-4.561666,8.272306e-06,4.873849e-05,0.5,45
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-11.68178,3.405985,229.0,-3.429779,0.0007163643,0.003969312,0.5,45
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,0.1367905,2.781775,229.0,0.04917382,0.9608236,0.9999572,0.5,45
sbmd,creativity,self,self,PLACvsACAC,fixGuess,1.589189,3.48605,229.0,0.455871,0.6489147,0.9684307,0.5,45
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-22.1618,2.953061,229.0,-7.504686,1.355545e-12,8.185119e-12,0.5,46
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-15.94202,3.493299,229.0,-4.563601,8.202708e-06,4.833079e-05,0.5,46
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-3.94508,2.853087,229.0,-1.382741,0.1680913,0.5114552,0.5,46
sbmd,creativity,self,self,PLACvsACAC,fixGuess,2.274693,3.575416,229.0,0.6362037,0.525279,0.9202219,0.5,46
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-18.14753,3.052524,229.0,-5.945089,1.022787e-08,6.122014e-08,0.5,47
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-12.37533,3.610958,229.0,-3.427159,0.0007229688,0.00400489,0.5,47
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-2.055737,2.949183,229.0,-0.6970531,0.4864766,0.8981372,0.5,47
sbmd,creativity,self,self,PLACvsACAC,fixGuess,3.716462,3.695841,229.0,1.00558,0.3156792,0.7463098,0.5,47
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-16.87204,3.213574,229.0,-5.250241,3.464143e-07,2.064382e-06,0.5,48
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-10.55318,3.801471,229.0,-2.776079,0.005956917,0.03014759,0.5,48
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-5.465292,3.104781,229.0,-1.760283,0.07969484,0.2952882,0.5,48
sbmd,creativity,self,self,PLACvsACAC,fixGuess,0.8535627,3.890832,229.0,0.2193779,0.8265511,0.9962642,0.5,48
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-15.20161,2.787182,229.0,-5.454115,1.272602e-07,7.597244e-07,0.5,49
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-15.29076,3.297074,229.0,-4.637675,5.924024e-06,3.496674e-05,0.5,49
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-1.828297,2.692824,229.0,-0.6789516,0.4978542,0.90501,0.5,49
sbmd,creativity,self,self,PLACvsACAC,fixGuess,-1.917445,3.374579,229.0,-0.5682027,0.5704541,0.9414268,0.5,49
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-20.19793,3.025148,229.0,-6.676675,1.826931e-10,1.095364e-09,0.5,50
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-17.58457,3.578574,229.0,-4.913848,1.700994e-06,1.009344e-05,0.5,50
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-2.524908,2.922734,229.0,-0.8638858,0.3885546,0.8234483,0.5,50
sbmd,creativity,self,self,PLACvsACAC,fixGuess,0.08845209,3.662695,229.0,0.02414945,0.9807544,0.9999949,0.5,50
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-16.64051,3.055386,229.0,-5.446285,1.32316e-07,7.898601e-07,0.5,51
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-11.62337,3.614344,229.0,-3.215899,0.001488098,0.008055825,0.5,51
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-1.563087,2.951949,229.0,-0.5295102,0.5969645,0.9518452,0.5,51
sbmd,creativity,self,self,PLACvsACAC,fixGuess,3.454054,3.699307,229.0,0.9337031,0.3514405,0.786772,0.5,51
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-12.16502,2.878657,229.0,-4.225935,3.437547e-05,0.0002004051,0.5,52
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-18.42938,3.405283,229.0,-5.411996,1.568598e-07,9.361253e-07,0.5,52
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,0.8176807,2.781202,229.0,0.2940026,0.7690222,0.9911373,0.5,52
sbmd,creativity,self,self,PLACvsACAC,fixGuess,-5.446683,3.485331,229.0,-1.562745,0.1194935,0.4020442,0.5,52
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-21.15535,2.769955,229.0,-7.637435,5.986426e-13,3.646861e-12,0.5,53
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-16.60985,3.276696,229.0,-5.069086,8.24017e-07,4.900457e-06,0.5,53
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-3.341568,2.67618,229.0,-1.248633,0.2130742,0.5965834,0.5,53
sbmd,creativity,self,self,PLACvsACAC,fixGuess,1.203931,3.353721,229.0,0.3589837,0.719938,0.9841218,0.5,53
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-18.57031,2.825792,229.0,-6.57172,3.315905e-10,1.987785e-09,0.5,54
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-9.921099,3.342747,229.0,-2.967948,0.003316302,0.01734731,0.5,54
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-7.846264,2.730127,229.0,-2.873956,0.004435055,0.02284466,0.5,54
sbmd,creativity,self,self,PLACvsACAC,fixGuess,0.8029484,3.421325,229.0,0.2346893,0.8146596,0.9954382,0.5,54
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-13.06421,2.836411,229.0,-4.605895,6.814998e-06,4.019593e-05,0.5,55
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-12.14516,3.355309,229.0,-3.619685,0.0003630542,0.002045318,0.5,55
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-1.082687,2.740387,229.0,-0.3950854,0.6931476,0.9790486,0.5,55
sbmd,creativity,self,self,PLACvsACAC,fixGuess,-0.1636364,3.434183,229.0,-0.04764929,0.9620373,0.999961,0.5,55
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-20.58803,2.963828,229.0,-6.946432,3.842043e-11,2.304572e-10,0.5,56
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-19.16303,3.506036,229.0,-5.465726,1.201066e-07,7.170809e-07,0.5,56
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-3.02205,2.86349,229.0,-1.055373,0.292367,0.7169506,0.5,56
sbmd,creativity,self,self,PLACvsACAC,fixGuess,-1.597052,3.588453,229.0,-0.445053,0.6567019,0.9705182,0.5,56
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-9.767089,3.248972,229.0,-3.006209,0.002940124,0.01547014,0.5,57
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-13.85745,3.843344,229.0,-3.605572,0.0003822358,0.002150976,0.5,57
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,3.003879,3.13898,229.0,0.9569602,0.3395965,0.7739553,0.5,57
sbmd,creativity,self,self,PLACvsACAC,fixGuess,-1.086486,3.93369,229.0,-0.2762004,0.7826433,0.9926235,0.5,57
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-22.80552,2.980577,229.0,-7.651378,5.491383e-13,3.349543e-12,0.5,58
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-11.58457,3.525849,229.0,-3.285611,0.001177324,0.006425728,0.5,58
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-8.132503,2.879672,229.0,-2.824107,0.005159152,0.02634245,0.5,58
sbmd,creativity,self,self,PLACvsACAC,fixGuess,3.088452,3.608731,229.0,0.8558276,0.3929877,0.8274939,0.5,58
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-17.27963,2.782362,229.0,-6.210419,2.462206e-09,1.474973e-08,0.5,59
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-11.0789,3.291372,229.0,-3.366044,0.0008941494,0.004922863,0.5,59
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-6.330951,2.688167,229.0,-2.355118,0.01936171,0.08890386,0.5,59
sbmd,creativity,self,self,PLACvsACAC,fixGuess,-0.1302211,3.368742,229.0,-0.03865571,0.9691986,0.9999792,0.5,59
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-16.91208,3.055627,229.0,-5.534734,8.500761e-08,5.077727e-07,0.5,60
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-11.76242,3.614629,229.0,-3.254117,0.001309386,0.007120709,0.5,60
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-4.833197,2.952181,229.0,-1.637162,0.1029701,0.359864,0.5,60
sbmd,creativity,self,self,PLACvsACAC,fixGuess,0.3164619,3.699598,229.0,0.08553955,0.9319072,0.9997751,0.5,60
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-21.38021,3.060756,229.0,-6.98527,3.059878e-11,1.835564e-10,0.5,61
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-11.48779,3.620696,229.0,-3.172814,0.001716558,0.009242975,0.5,61
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-5.203961,2.957137,229.0,-1.759797,0.07977737,0.295529,0.5,61
sbmd,creativity,self,self,PLACvsACAC,fixGuess,4.688452,3.705808,229.0,1.265163,0.2070987,0.5860558,0.5,61
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-22.53119,2.654085,229.0,-8.489247,2.632727e-15,7.771561e-14,0.5,62
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-12.05493,3.139628,229.0,-3.839603,0.0001595144,0.0009124915,0.5,62
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-4.110657,2.564233,229.0,-1.603075,0.1102965,0.3789153,0.5,62
sbmd,creativity,self,self,PLACvsACAC,fixGuess,6.365602,3.213431,229.0,1.980936,0.04879502,0.1982021,0.5,62
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-14.02348,3.181356,229.0,-4.408018,1.603994e-05,9.409971e-05,0.5,63
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-10.24106,3.763359,229.0,-2.721256,0.007003114,0.03506784,0.5,63
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-1.292977,3.073653,229.0,-0.4206644,0.6743946,0.9749069,0.5,63
sbmd,creativity,self,self,PLACvsACAC,fixGuess,2.489435,3.851824,229.0,0.6463003,0.5187321,0.9167591,0.5,63
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-16.83843,2.780004,229.0,-6.056982,5.638933e-09,3.37653e-08,0.5,64
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-17.02964,3.288583,229.0,-5.178413,4.897397e-07,2.916297e-06,0.5,64
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-4.104124,2.685889,229.0,-1.528032,0.1278847,0.4224219,0.5,64
sbmd,creativity,self,self,PLACvsACAC,fixGuess,-4.295332,3.365888,229.0,-1.276136,0.2032001,0.5790646,0.5,64
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-22.95029,3.033003,229.0,-7.566853,9.254033e-13,5.604073e-12,0.5,65
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-13.54185,3.587866,229.0,-3.774346,0.0002044041,0.001164446,0.5,65
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-4.35586,2.930323,229.0,-1.486478,0.1385283,0.447329,0.5,65
sbmd,creativity,self,self,PLACvsACAC,fixGuess,5.05258,3.672206,229.0,1.375898,0.1701974,0.5157599,0.5,65
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-15.8389,3.08808,229.0,-5.129043,6.200762e-07,3.69034e-06,0.5,66
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-12.41543,3.653019,229.0,-3.398677,0.00079853,0.004411058,0.5,66
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-3.05737,2.983535,229.0,-1.024747,0.3065636,0.7351231,0.5,66
sbmd,creativity,self,self,PLACvsACAC,fixGuess,0.3660934,3.73889,229.0,0.09791498,0.9220855,0.999663,0.5,66
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-11.69275,3.230998,229.0,-3.618928,0.0003640587,0.002050855,0.5,67
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-19.27899,3.822083,229.0,-5.044106,9.269869e-07,5.511024e-06,0.5,67
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-0.9420171,3.121615,229.0,-0.3017724,0.7630995,0.9904326,0.5,67
sbmd,creativity,self,self,PLACvsACAC,fixGuess,-8.528256,3.911928,229.0,-2.180064,0.03027178,0.1318829,0.5,67
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-21.48516,3.049236,229.0,-7.046078,2.139181e-11,1.28346e-10,0.5,68
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-22.95031,3.607069,229.0,-6.362591,1.067883e-09,6.39928e-09,0.5,68
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-1.527971,2.946007,229.0,-0.5186582,0.6044999,0.9545543,0.5,68
sbmd,creativity,self,self,PLACvsACAC,fixGuess,-2.99312,3.69186,229.0,-0.810735,0.4183596,0.8493569,0.5,68
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-22.78757,3.102043,229.0,-7.345989,3.562379e-12,2.141842e-11,0.5,69
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-10.37751,3.669536,229.0,-2.828016,0.005098714,0.02605216,0.5,69
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-4.117191,2.997026,229.0,-1.373759,0.1708598,0.5171068,0.5,69
sbmd,creativity,self,self,PLACvsACAC,fixGuess,8.292875,3.755796,229.0,2.208021,0.02823471,0.1241119,0.5,69
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-17.52336,3.015823,229.0,-5.810474,2.072557e-08,1.239875e-07,0.5,70
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-12.05841,3.567543,229.0,-3.380033,0.0008519207,0.004697124,0.5,70
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-3.857085,2.913725,229.0,-1.323764,0.1869013,0.5487486,0.5,70
sbmd,creativity,self,self,PLACvsACAC,fixGuess,1.607862,3.651405,229.0,0.4403407,0.6601057,0.9714002,0.5,70
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-21.04534,3.005406,229.0,-7.002495,2.765358e-11,1.658955e-10,0.5,71
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-13.38405,3.55522,229.0,-3.764618,0.0002120417,0.001207177,0.5,71
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-4.402817,2.90366,229.0,-1.516299,0.1308229,0.4294004,0.5,71
sbmd,creativity,self,self,PLACvsACAC,fixGuess,3.258477,3.638793,229.0,0.8954829,0.3714693,0.8072007,0.5,71
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-21.43705,3.110432,229.0,-6.891985,5.279346e-11,3.166376e-10,0.5,72
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-11.64385,3.67946,229.0,-3.164555,0.0017639,0.009487887,0.5,72
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-11.98632,3.005131,229.0,-3.988618,8.944241e-05,0.000515944,0.5,72
sbmd,creativity,self,self,PLACvsACAC,fixGuess,-2.19312,3.765954,229.0,-0.5823546,0.5609008,0.9373183,0.5,72
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-17.50518,2.86217,229.0,-6.11605,4.105569e-09,2.458803e-08,0.5,73
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-17.32214,3.385781,229.0,-5.116144,6.593288e-07,3.923346e-06,0.5,73
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-2.647407,2.765274,229.0,-0.9573761,0.3393871,0.7737236,0.5,73
sbmd,creativity,self,self,PLACvsACAC,fixGuess,-2.464373,3.465371,229.0,-0.7111428,0.4777195,0.8926127,0.5,73
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-18.33234,3.435984,229.0,-5.335396,2.287661e-07,1.364377e-06,0.5,74
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-20.85048,4.06457,229.0,-5.129812,6.178083e-07,3.676877e-06,0.5,74
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,0.256227,3.319662,229.0,0.07718468,0.938544,0.9998347,0.5,74
sbmd,creativity,self,self,PLACvsACAC,fixGuess,-2.261916,4.160115,229.0,-0.5437148,0.5871666,0.9481586,0.5,74
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-17.04189,2.798472,229.0,-6.089711,4.730888e-09,2.833085e-08,0.5,75
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-15.3762,3.31043,229.0,-4.644774,5.740916e-06,3.389142e-05,0.5,75
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-5.584116,2.703732,229.0,-2.065336,0.0400169,0.1676801,0.5,75
sbmd,creativity,self,self,PLACvsACAC,fixGuess,-3.918428,3.388248,229.0,-1.156476,0.2486916,0.6548766,0.5,75
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-21.09574,3.224377,229.0,-6.542579,3.908533e-10,2.34294e-09,0.5,76
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-10.47515,3.81425,229.0,-2.74632,0.006505769,0.03273825,0.5,76
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-2.01715,3.115218,229.0,-0.6475148,0.5179474,0.9163371,0.5,76
sbmd,creativity,self,self,PLACvsACAC,fixGuess,8.60344,3.903912,229.0,2.2038,0.02853444,0.1252621,0.5,76
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-11.95121,3.022764,229.0,-3.953735,0.0001025707,0.0005905936,0.5,77
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-10.00567,3.575754,229.0,-2.798198,0.005576557,0.02833942,0.5,77
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-2.326868,2.920431,229.0,-0.7967552,0.4264185,0.8558578,0.5,77
sbmd,creativity,self,self,PLACvsACAC,fixGuess,-0.3813268,3.659809,229.0,-0.1041931,0.9171073,0.9995941,0.5,77
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-13.33257,2.780937,229.0,-4.794271,2.939062e-06,1.740413e-05,0.5,78
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-12.25937,3.289687,229.0,-3.726608,0.0002445459,0.001388627,0.5,78
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,1.319927,2.68679,229.0,0.4912651,0.6237094,0.9609823,0.5,78
sbmd,creativity,self,self,PLACvsACAC,fixGuess,2.39312,3.367017,229.0,0.7107538,0.47796,0.8927673,0.5,78
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-20.20667,2.890185,229.0,-6.991482,2.950258e-11,1.769831e-10,0.5,79
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-9.209677,3.41892,229.0,-2.693739,0.00758852,0.03778915,0.5,79
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-6.233361,2.79234,229.0,-2.232307,0.0265626,0.1176514,0.5,79
sbmd,creativity,self,self,PLACvsACAC,fixGuess,4.763636,3.499289,229.0,1.361316,0.1747519,0.5249554,0.5,79
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-16.44465,2.884954,229.0,-5.700143,3.666608e-08,2.192316e-07,0.5,80
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-12.90279,3.412733,229.0,-3.78078,0.0001994972,0.001136972,0.5,80
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-2.497142,2.787286,229.0,-0.8959043,0.3712446,0.8069799,0.5,80
sbmd,creativity,self,self,PLACvsACAC,fixGuess,1.044717,3.492956,229.0,0.2990927,0.7651406,0.9906795,0.5,80
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-19.78803,3.170403,229.0,-6.241489,2.07837e-09,1.245132e-08,0.5,81
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-11.20488,3.750402,229.0,-2.987648,0.003117424,0.01635684,0.5,81
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-6.763985,3.063071,229.0,-2.208236,0.02821945,0.1240533,0.5,81
sbmd,creativity,self,self,PLACvsACAC,fixGuess,1.819165,3.838563,229.0,0.4739182,0.6360098,0.9647522,0.5,81
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-15.51554,2.960882,229.0,-5.240173,3.637169e-07,2.167273e-06,0.5,82
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-18.87315,3.502551,229.0,-5.3884,1.762674e-07,1.051747e-06,0.5,82
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,0.3158432,2.860644,229.0,0.1104098,0.9121811,0.9995172,0.5,82
sbmd,creativity,self,self,PLACvsACAC,fixGuess,-3.041769,3.584886,229.0,-0.8484982,0.3970466,0.8311379,0.5,82
sbmd,creativity,self,self,PLPLvsPLAC,fixCondition,-16.59148,2.802461,229.0,-5.920327,1.165652e-08,6.976502e-08,0.5,83
sbmd,creativity,self,self,ACPLvsACAC,fixCondition,-11.73278,3.315148,229.0,-3.539142,0.0004860348,0.002720087,0.5,83
sbmd,creativity,self,self,PLPLvsACPL,fixGuess,-2.792364,2.707586,229.0,-1.031311,0.3034828,0.7312581,0.5,83
