study,scale,guesser,respondent,model_type,component,est,se,t,p,model_name,trial_id
mock,scale1,self,self,without_guess,intercept,24.499999999999996,0.8046439430852625,30.448250074510163,1.0033683201456379e-57,off_on_p2,4
mock,scale1,self,self,without_guess,conditionAC,4.441176470588236,1.0689069803339788,4.154876478775165,6.188911023639497e-05,off_on_p2,4
mock,scale1,self,self,with_guess,intercept,20.58620689655172,0.8418054554333471,24.45482713812337,1.346687139781451e-47,off_on_p2,4
mock,scale1,self,self,with_guess,conditionAC,-0.30049261083743406,1.9090353320349454,-0.15740547374632533,0.8751989586830463,off_on_p2,4
mock,scale1,self,self,with_guess,guessAC,8.848575712143932,1.2657545281881395,6.990751773023636,1.8566760380169557e-10,off_on_p2,4
mock,scale1,self,self,with_guess,conditionAC:guessAC,0.8001362316499792,2.20789644828108,0.36239753556961946,0.7177143889021078,off_on_p2,4
