study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,147.23655658269507,0.5513438964326988,1.724655349765151e-22,on_on_p1,22
mock,scale1,self,self,with_guess,3.0,116.0,96.04754641501673,0.7055495054362604,2.6578101790498933e-31,on_on_p1,22
