study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,3.922450522441703,0.02396974888479453,0.049972064260397485,off_on_m2,27
mock,scale1,self,self,with_guess,3.0,116.0,12.269201242970587,0.22124294147618528,4.979471056557963e-07,off_on_m2,27
