study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,115.8749764159233,0.4911811352217076,3.054646920883873e-19,on_on_m2=,27
mock,scale1,self,self,with_guess,3.0,116.0,57.61519787385867,0.5880151796398703,7.044607899535821e-23,on_on_m2=,27
