study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,280.0208789108608,0.7010207094521522,6.1167047831499374e-33,on_off_p2,31
mock,scale1,self,self,with_guess,3.0,116.0,92.14782096269676,0.6967716085159146,1.4517890151135131e-30,on_off_p2,31
