study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,204.74792648986818,0.631291202102469,1.5133292021356242e-27,on_off_m1,27
mock,scale1,self,self,with_guess,3.0,116.0,69.36349436340441,0.632818591692878,9.177209685051484e-26,on_off_m1,27
