study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,167.90401240934844,0.5837763905543951,2.00536890213065e-24,on_on_p3,17
mock,scale1,self,self,with_guess,3.0,116.0,153.16559251076475,0.7932221262640827,3.50818386959402e-40,on_on_p3,17
