study,scale,guesser,respondent,model_type,component,est,se,t,p,model_name,trial_id
mock,scale1,self,self,without_guess,intercept,22.80769230769231,0.7172433408088867,31.799099426939872,1.038900752992037e-59,on_on_m2=,4
mock,scale1,self,self,without_guess,conditionAC,9.883484162895927,0.9528020687622868,10.373071687107917,2.605672813230018e-18,on_on_m2=,4
mock,scale1,self,self,with_guess,intercept,19.96551724137931,0.849187409150532,23.51132038256599,6.045363245864261e-46,on_on_m2=,4
mock,scale1,self,self,with_guess,conditionAC,9.188328912466844,1.5263583797873368,6.019771656605985,2.0972728640331598e-08,on_on_m2=,4
mock,scale1,self,self,with_guess,guessAC,6.425787106446778,1.2768541727486422,5.032514474706376,1.7875485204929197e-06,on_on_m2=,4
mock,scale1,self,self,with_guess,conditionAC:guessAC,-2.0523605330202046,1.9024283804860889,-1.0788109313717273,0.28291016227478827,on_on_m2=,4
