study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,102.64273364325717,0.4606665806071669,9.78459481971232e-18,on_on_m3,38
mock,scale1,self,self,with_guess,3.0,116.0,47.14137943661882,0.5377278883740032,5.380123294386194e-20,on_on_m3,38
