study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,243.5364015684208,0.6708491883977574,1.8163732133535683e-30,on_on_p3,11
mock,scale1,self,self,with_guess,3.0,116.0,189.84595663046912,0.8264136742455233,1.4002109728379807e-44,on_on_p3,11
