study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,100.06253781823972,0.4542849900280015,1.9716048679793856e-17,on_on_m2=,6
mock,scale1,self,self,with_guess,3.0,116.0,73.14699275981593,0.645243104732231,1.2576888162055577e-26,on_on_m2=,6
