study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,129.98131944228624,0.5201251438308627,9.385138521525827e-21,on_on_0,10
mock,scale1,self,self,with_guess,3.0,116.0,70.17946114186579,0.6355711731294386,5.943619332183715e-26,on_on_0,10
