study,scale,guesser,respondent,model_type,component,est,se,t,p,model_name,trial_id
mock,scale1,self,self,without_guess,intercept,19.923076923076923,0.6298484707328639,31.63153972557131,1.8160693928272744e-59,on_off_p2,8
mock,scale1,self,self,without_guess,conditionAC,12.268099547511312,0.8367047719735341,14.662399401134724,2.3770128683899374e-28,on_off_p2,8
mock,scale1,self,self,with_guess,intercept,19.866666666666664,0.8360050315256246,23.763812318703405,2.162843471945969e-46,on_off_p2,8
mock,scale1,self,self,with_guess,conditionAC,11.933333333333334,1.672010063051249,7.1371181292750165,8.888036058559974e-11,on_off_p2,8
mock,scale1,self,self,with_guess,guessAC,0.1333333333333332,1.2852843594508987,0.1037383924832759,0.9175560999589096,on_off_p2,8
mock,scale1,self,self,with_guess,conditionAC:guessAC,0.32528735632183853,2.027355766832089,0.16044907442669865,0.8728064129758404,on_off_p2,8
