study,scale,guesser,respondent,model_type,component,est,se,t,p,model_name,trial_id
mock,scale1,self,self,without_guess,intercept,23.749999999999993,0.8209529133059218,28.92979562537923,2.0694096722495153e-55,off_on_p1,2
mock,scale1,self,self,without_guess,conditionAC,4.970588235294119,1.0905721805268478,4.5577801488507275,1.270198203815485e-05,off_on_p1,2
mock,scale1,self,self,with_guess,intercept,18.499999999999993,0.8285978403777622,22.326874508345018,8.281013108872966e-44,off_on_p1,2
mock,scale1,self,self,with_guess,conditionAC,1.8750000000000042,1.7081982085180976,1.0976477967545764,0.27463155920233606,off_on_p1,2
mock,scale1,self,self,with_guess,guessAC,10.500000000000002,1.1718143036152884,8.960464100502392,6.429941174651138e-15,off_on_p1,2
mock,scale1,self,self,with_guess,conditionAC:guessAC,-1.0416666666666698,1.9753559339514561,-0.5273311248686934,0.5989707820723098,off_on_p1,2
