study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,2.8416330908040988,0.015240054637628453,0.09449343600081309,off_on_0,24
mock,scale1,self,self,with_guess,3.0,116.0,26.052020215265934,0.3870909844164292,5.89575014022945e-13,off_on_0,24
