study,scale,guesser,respondent,model_type,component,est,se,t,p,model_name,trial_id
mock,scale1,self,self,without_guess,intercept,24.73076923076923,0.7091150072162252,34.87554060920933,5.443191674519752e-64,on_on_0,36
mock,scale1,self,self,without_guess,conditionAC,12.930995475113122,0.9420042089258418,13.72711008357193,3.2781273876033606e-26,on_on_0,36
mock,scale1,self,self,with_guess,intercept,20.923076923076916,0.8334896916865662,25.10298223453619,1.0449843306555188e-48,on_on_0,36
mock,scale1,self,self,with_guess,conditionAC,11.96581196581197,1.6436638381362756,7.279963024178846,4.308453408854744e-11,on_on_0,36
mock,scale1,self,self,with_guess,guessAC,7.6153846153846185,1.1787324260813115,6.460655910435854,2.5450655405636977e-09,on_on_0,36
mock,scale1,self,self,with_guess,conditionAC:guessAC,-2.114442995798931,1.9241821884985792,-1.0988787903960437,0.27409644452781196,on_on_0,36
