study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,7.197551265847438,0.04950217638592158,0.008348344759958892,off_on_m2,6
mock,scale1,self,self,with_guess,3.0,116.0,14.335934256680478,0.25160905360035113,5.235154202625068e-08,off_on_m2,6
