study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,192.15690541332657,0.6163232289108116,1.601692196125257e-26,on_off_p1,43
mock,scale1,self,self,with_guess,3.0,116.0,65.32391058644568,0.6185551834170679,8.280219591270011e-25,on_off_p1,43
