study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,97.16556154267637,0.4469375157120704,4.37384735122627e-17,on_on_m2=,39
mock,scale1,self,self,with_guess,3.0,116.0,74.7441052255146,0.6502389851964199,5.544914606372103e-27,on_on_m2=,39
