study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,119.68724341901118,0.4993420837894159,1.1674839237746937e-19,on_on_p2,41
mock,scale1,self,self,with_guess,3.0,116.0,116.5018552111026,0.7443639587034718,7.496568446909196e-35,on_on_p2,41
