study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,139.9936455424414,0.5387483294412233,8.931748332146664e-22,on_on_p1,35
mock,scale1,self,self,with_guess,3.0,116.0,96.29431397459426,0.7060878894166869,2.3910089188650426e-31,on_on_p1,35
