study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,5.335859996309192,0.03515490139233579,0.022629139478954508,off_on_0,9
mock,scale1,self,self,with_guess,3.0,116.0,21.158425960556382,0.3369560342541519,5.298260504196783e-11,off_on_0,9
