study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,201.29086604093146,0.627299078499963,2.8654883243897924e-27,on_on_0,4
mock,scale1,self,self,with_guess,3.0,116.0,120.86011960635601,0.7513479234842794,1.5102168371185975e-35,on_on_0,4
