study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,8.359112383103698,0.05823966506500822,0.0045695992899284985,off_on_m2,12
mock,scale1,self,self,with_guess,3.0,116.0,12.365997607949803,0.22272005135352535,4.472704629605291e-07,off_on_m2,12
