study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,320.0023068276709,0.7283119331907543,2.117614604853393e-35,on_off_p2,2
mock,scale1,self,self,with_guess,3.0,116.0,106.59013423900691,0.726920416673466,3.409536618796502e-33,on_off_p2,2
