study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,181.28435085571442,0.6023848234638565,1.329528105579655e-25,on_on_p1,27
mock,scale1,self,self,with_guess,3.0,116.0,155.7320377466785,0.7959520008820408,1.6256595797030153e-40,on_on_p1,27
