study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,6.338633566895928,0.04293624124495199,0.013154178646583583,off_on_p2,16
mock,scale1,self,self,with_guess,3.0,116.0,24.413497782029047,0.3711705254204226,2.5603189184165555e-12,off_on_p2,16
