study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,187.78214213456988,0.6108340429257966,3.719080393524596e-26,on_on_m1,7
mock,scale1,self,self,with_guess,3.0,116.0,96.24783945474651,0.7059866443792961,2.4390873259465956e-31,on_on_m1,7
