study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,1.7682271544056536,0.006414281756172757,0.18616641916182958,off_off_0,30
mock,scale1,self,self,with_guess,3.0,116.0,1.1135218549541597,0.002853728430483815,0.3466029282865287,off_off_0,30
