study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,137.78747552669122,0.534770028301943,1.4877431306333753e-21,on_on_m2=,46
mock,scale1,self,self,with_guess,3.0,116.0,69.9650753865908,0.6348519694435185,6.660130977691221e-26,on_on_m2=,46
