study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,299.2131596526386,0.7147740974923311,3.7650278120225987e-34,on_off_0,45
mock,scale1,self,self,with_guess,3.0,116.0,101.01974159951408,0.7160305919593875,3.270234609951032e-32,on_off_0,45
