study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,9.316896401662042,0.06532437277942849,0.0028057240895671717,off_on_0,25
mock,scale1,self,self,with_guess,3.0,116.0,30.68025189395288,0.4279966941574759,1.1230493732716191e-14,off_on_0,25
