study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,125.08243318463091,0.510454135080939,3.073154119377207e-20,on_on_m1,22
mock,scale1,self,self,with_guess,3.0,116.0,66.77101146006567,0.6237904004393122,3.729454375186685e-25,on_on_m1,22
