study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,114.08138432085568,0.4872488357985625,4.829305222396305e-19,on_on_0,18
mock,scale1,self,self,with_guess,3.0,116.0,87.98937931950395,0.6868158455617839,9.390712635082914e-30,on_on_0,18
