study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,3.2968105413118516,0.018935457008818934,0.07195373822302903,off_on_p2,30
mock,scale1,self,self,with_guess,3.0,116.0,36.66849048643172,0.4734640748667337,9.640588200652266e-17,off_on_p2,30
