study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,0.7328657075144571,-0.002249876568662934,0.393690935386495,off_off_0,24
mock,scale1,self,self,with_guess,3.0,116.0,0.4521842173700661,-0.014003882277980884,0.7162413308385358,off_off_0,24
