study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,77.79623845130651,0.3922253004385746,1.2155005352487918e-14,on_off_m2,44
mock,scale1,self,self,with_guess,3.0,116.0,28.506597146001486,0.40948728087281117,6.980421188286805e-14,on_off_m2,44
