study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,185.47410859145546,0.6078742909820988,5.82889480284206e-26,on_off_0,31
mock,scale1,self,self,with_guess,3.0,116.0,63.24150720573793,0.6107606960327656,2.6607144385067124e-24,on_off_0,31
