study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,7.599760258122598,0.05254596222603691,0.0067659454628738154,off_on_0,45
mock,scale1,self,self,with_guess,3.0,116.0,20.986027983049215,0.33503981840901464,6.247818891694547e-11,off_on_0,45
