study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,81.00869635389589,0.4020361814320764,4.5995259809477374e-15,on_off_m3,11
mock,scale1,self,self,with_guess,3.0,116.0,28.469554536479816,0.40916146372552165,7.204762253710865e-14,on_off_m3,11
