study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,8.70625225652325,0.06081982632492,0.003825720146981913,off_on_p1,39
mock,scale1,self,self,with_guess,3.0,116.0,31.082457052705667,0.4312951252798387,8.058254071161354e-15,off_on_p1,39
