study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,6.942075634313494,0.047558643508573084,0.00954897693807058,off_on_p3,10
mock,scale1,self,self,with_guess,3.0,116.0,54.61948749994193,0.5747850576429359,4.359558450161863e-22,off_on_p3,10
