study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,221.54714225043745,0.6495332011593549,7.4786391520971e-29,on_off_p3,3
mock,scale1,self,self,with_guess,3.0,116.0,72.67846969247995,0.6437503427296474,1.6027707144769307e-26,on_off_p3,3
