study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,23.65310924506081,0.15991960477105227,3.5970221062833986e-06,off_on_0,0
mock,scale1,self,self,with_guess,3.0,116.0,45.267545005589604,0.5274076461031665,1.9189484058914856e-19,off_on_0,0
